,Question,Answer
826056,"
   age and snapchat/kik name?
  ","
  I'm 20 and nope I don't give those to strangers
  "
826057,"
   3. Perfume or body spray?
  ","
  perfume
  "
826058,"
   2. Would you prefer to be ridiculously tall or ridiculously short?
  ","
  ridiculously short
  "
826059,"
   Mini 10 question spam: 1. Would you prefer to know how you're going to die or when?
  ","
  neither id rather it be a surprise
  "
826060,"
   Why did you have to insult
   
    @justbecause
   
   ? You could've simply said you don't agree with what she's doing.
  ","
  because it's true lmao , idc ima speak my mind I don't feel bad for her nor her bf LMAO I'm dying of laughter
  "
826061,"
   how are you
  ","
  I'm good just laughing at stupidity
  "
826062,"
   do you agree with
   
    @justbecause__
   
","
  lmao she's 13 and her bf is grounded because they had sex lmao and he can't even go in his room . if you're parents are telling you who to be with let alone not be able to go in you're room she or him are not capable of caring for a bby . shes a dumb little girl
  "
826063,"
   Send 'you're strong', to 3 people you feel are super strong emotionally or physically. Send ""you're beautiful"" to 3 people you feel are beautiful. Send ""you're so helpful"" to3 people you feel are very helpful&kind hearted to others. ALL anonymously.DON'Tpost this message. Have fun& make people smile
  ","
  haha (:
  "
826064,"
   What is something in the summer you enjoy doing?
  ","
  i like to go swimming
  "
826065,"
   hi how are you? can you like me 10 answers❤❤
  ","
  nope bye
  "
826066,"
   I like your jeans haha
  ","
  thanks
  "
826067,"
   Can I be for little baby boy?
  ","
  can you go away or you'll be blocked
  "
826068,"
   Pap of you in heels?
  ","
  and no I don't have any pictures like that
  "
826069,"
   likers get 10 likes?
  ","
  likers get to like my answers
  "
826070,"
   What is your favorite kind of dessert?
  ","
  I like cookies , brownies , cake ,
  "
826071,"
   I got asked a question to send ""I follow you"" to everyone I follow soo if you got ot I follow you.
  ","
  yay
  "
826072,"
   That's it folks! I hope you enjoyed the spam. Feel free to make any suggestions about questions I can ask tomorrow, or later tonight if I'm feeling especially bored. Anybody who sees this & wishes to be included in the spam, like & follow my page & I will follow you.
  ","
  (:
  "
826073,"
   47. Do you think you would be able to be a surrogate or somebody?
  ","
  yeah
  "
826074,"
   46. If you were to write a book, what would it be about?
  ","
  my life
  "
826075,"
   48. What scares you most?
  ","
  clowns
  "
826076,"
   ASK HAS NOW LIMITED SPAMS TO 50 USERS...
I may either stop spamming,selective spam or cut down or whom I follow.
  ","
  okay
  "
826077,"
   Just unfollowed just under 100 followers.
If you get this, I still follow you!
Join in on my honestynight!xox
  ","
  yay
  "
826078,"
   44. Imagine you are a male. Would you be able to forgive your girlfriend/wife if she had an abortion without your knowledge?
  ","
  yeah I could
  "
826079,"
   43. What is your opinion on arranged marriages?
  ","
  nobody should arrange you're marriage
  "
826080,"
   42. Do you believe Osama bin Laden is dead?
  ","
  yeah
  "
826081,"
   41. What is something that infuriates you?
  ","
  liars , when people don't say thank you , fakes , attention seekers
  "
826082,"
   39. Would you ever get any form of plastic surgery?
  ","
  haha hell no
  "
826083,"
   40. Is there anybody you envy?
  ","
  I envy people are I think are more beautiful then I am
  "
826084,"
   38. Scenario - an individual has carried numerous brutal attacks and rapes. They're involved in an accident which leaves them incapacitated. When they regain consciousness, they have no recollection of the things they have done or who they are. Should they still be convicted for their crimes?
  ","
  nope because there's no proof
  "
826085,"
   35. If a law was implemented where rapists/child molesters have to be chemically castrated, would you be for or against it? Why or why not?
  ","
  against because there people to even tho they committed a wrong crime
  "
826086,"
   what is your opinion on homosexuality?
  ","
  I love gays I have no opinion on them there humans just like us
  "
826087,"
   36. How do you usually respond to insults/hate?
  ","
  I just keep it pushing
  "
826088,"
   8. There are two main categories that 9/11 conspiracy theories fall into. 1. The US government allowed the attacks to occur. 2. They had an active role in the attacks. Which one are you in agreement with?
  ","
  I think the government is on it and they knew the whole time
  "
826089,"
   5. Christians believe homosexuality is sinful. Do you believe it is respectful to allow homosexuals to marry in a Christian's place of worship due to the fact they condemn it?
  ","
  I believe it's okay for 2 gay people to get married in a church
  "
826090,"
   19. Do you think our fates are subjective or definitive?
  ","
  subjective
  "
826091,"
   20. Do you think it is possible to love an adopted child and as much as your biological child?
  ","
  yes of course it is
  "
826092,"
   22. If you discovered human trafficking was occurring in your area, would you intervene & attempt to have the traffickers arrested?
  ","
  nope I wouldn't tbt
  "
826093,"
   27. Do you have any phobias? If so, what are they?
  ","
  clowns , bees ,
  "
826094,"
   29. Do you believe prison is an effective form of rehabilitation?
  ","
  no
  "
826095,"
   33. Do you consider yourself intelligent?
  ","
  yeah
  "
826096,"
   34. Do you have any controversial opinions?
  ","
  abortions , same sex marriage , ect
  "
826097,"
   typo abs
  ","
  I don't have abs
  "
826098,"
   32. How do you think the world was created?
  ","
  i have no idea
  "
826099,"
   wow nice ads
  ","
  lmao ads ?
  "
826100,"
   17. ""I did not have sexual relations with that woman."" Who said this?
  ","
  i have no idea
  "
826101,"
   16. Have you ever sent yourself a question on Ask.FM?
  ","
  lmao no thats pathetic
  "
826102,"
   15. Are you more likely to have a verbal argument or a physical fight with somebody?
  ","
  verbal
  "
826103,"
   14. Would you be able to forgive an unfaithful partner?
  ","
  depends
  "
826104,"
   13. Do you have any guilty pleasures? If so, what are they?
  ","
  sex sex sex sex sex sex
  "
826105,"
   12. If your partner had bad breath or body odour, how would you broach the subject?
  ","
  id tell them
  "
826106,"
   13. If you are/were in a relationship, and your partner's ex-girlfriend/boyfriend was deliberately trying to sabotage your relationship, how would you handle it?
  ","
  id beat that bitch up
  "
826107,"
   11. If you are a parent, did you have a water, medicated, natural birth, or caesarean with your child? If you are not, which would you prefer?
  ","
  i had a c section
  "
826108,"
   10. Do you consider yourself attractive?
  ","
  sometimes
  "
826109,"
   21. My classmates & I recently had a debate about whether you should give money to beggars. I would personally prefer to by them a meal or something to drink. Would you give money to a beggar? Why or why not? If yes, would you prefer to buy them a meal/drink instead?
  ","
  yeah i would but only change because its nice to do
  "
826110,"
   24. Do you think murder is justifiable in some circumstances?
  ","
  sometimes because sometimes its really not there fault
  "
826111,"
   25. Do you agree with the 'Stand Your Ground' law in Florida?
  ","
  i dont know what law that is
  "
826112,"
   26. Do you think it is possible to fall out of love with somebody?
  ","
  yeah
  "
826113,"
   28. Do you believe murderers, rapists and child molesters should be reintegrated into society?
  ","
  yeah there humans just like us
  "
826114,"
   30. Do you think 'I was drunk' is an acceptable excuse for cheating?
  ","
  nope you should know right from wrong
  "
826115,"
   7. What is something you will absolutely not tolerate?
  ","
  fakeness and lying and cheating
  "
826116,"
   6. Do you believe in freedom of speech?
  ","
  to a certain point
  "
826117,"
   3. If your child was misbehaving, would you use spanking as a disciplinary method? State why or why not.
  ","
  id use both because he needs to learn
  "
826118,"
   4. Are you a religious person?
  ","
  nope
  "
826119,"
   2. Do you think same-sex couples should be allowed to marry in a church? Why or why not?
  ","
  yes because supposely ""God"" loves everybody
  "
826120,"
   There was absolutely no need to be so rude. I was simply asking for an opinion. If you go onto
   
    @weezyyy9495
   
   's page you will see exactly what I mean.
  ","
  i knew what she was talking about she texted the whole thing smart one and i wasn't being rude you just sent me something i knew already lmao
  "
826121,"

    @weezyyy9495
   
   said, ""You're white, stop tryna act like a wannabe thug."" What so you make of this?
  ","
  lmao shut up you probaly have no idea what's shes talking about
  "
826122,"

    @justbecause__
   
","
  lmao dumb little girl who planned to be pregnant but yet her man is grounded and his mom has a say in there relationship lmao pathetic
  "
826123,"
   What's your opinion on Bill Cosby?
  ","
  rapist now
  "
826124,"
   How is everyone's night going? I hope it's a fantastic one and you all wake up refreshed and off to a great start for tomorrow, but for tonight, I would like to inform all my followers that I am online as of right now and am ready for whatever questions you may have for me.
  ","
  yay (:
  "
826125,"
   Do you believe in the death penalty and what should the reason for it be?
  ","
  nope i dont believe in that
  "
826126,"
   You eat a lot?
  ","
  yeah i do
  "
826127,"
   What is hell to you? Like the devil
  ","
  i dont believe in all that
  "
826128,"
   What's your favorite NBA team?
  ","
  i don't have a favorite but i like the raptors , Lakers and Trail Blazers
  "
826129,"
   Do you also watch college football?
  ","
  no i don't
  "
826130,"
   how long u been with u bf
  ","
  3 years
  "
826131,"
   hello
  ","
  hii (:
  "
826132,"
   -
  ","
  ask me stuff keep me busy
  "
826133,"
   What you miss in your high school years?
  ","
  friends
  "
826134,"
   ARQotD: Do you know approx when you signed up for Ask.fm? (even if you have had multiple accounts, I mean ORIGINALLY signed up). I have my first ever answer bookmarked and it says ""almost 2 years ago"" (which is accurate as I think it was around March 2013)... what about you??
  ","
  i have no idea i know i had it for almost 2 years
  "
826135,"
   Favorite thing to do on the night
  ","
  watch movies I guess
  "
826136,"
   Who's your favorite pornstar?
  ","
  I don't have one
  "
826137,"
   Were you an athlete in high school?
  ","
  no lmaoc
  "
826138,"
   What do you usually order at your favorite restaurant?
  ","
  I don't have a favorite restaurant
  "
826139,"
   College or nfl?
  ","
  NFL
  "
826140,"
   You watch football?
  ","
  yes I do
  "
826141,"
   Do you prefer to talk or to listen?
  ","
  ask me stuff guys (:
  "
826142,"
   Do you guys want another spam tonight or tomorrow? Did you like the fact today was larger than the rest? Would you prefer that? Any topics you want me to include?xxx
  ","
  idc when you spam whenever you have time
  "
826143,"
   (School 4/10): Did/do you have good attendance?
  ","
  nope haha
  "
826144,"
   (School 3/10):  Were/are you generally well behaved in school?
  ","
  I was kinda
  "
826145,"
   Do you guys want a break before I start the Spam - School 0/10? Are you enjoying these? x
  ","
  enjoying these
  "
826146,"
   (The Outdoors 7/10): Would you ever eat bugs?
  ","
  lmao ew gross
  "
826147,"
   (The Outdoors 8/10): Would you survive the Im A Celebrity Jungle?
  ","
  I never seen it
  "
826148,"
   (The Outdoors 9/10): Woodlands or field?
  ","
  fields
  "
826149,"
   (The Outdoors 10/10): Do you enjoy being outdoors?
  ","
  I do
  "
826150,"
   (School 2/10):  What subject do/did you better in?
  ","
  social studies
  "
826151,"
   (School 5/10): Was/is your school strict? What's the most strict rule?
  ","
  kind of in a way
  "
