,Question,Answer
236016,"
   what's ur problem with that?
  ","
  no problem. just don't give out my socials
  "
236017,"
   i want to learn english with u, agree?
  ","
  I don't have enough time for that tbh
  "
236018,"
   How your mood!
  ","
  Good! Well rested and happy
  "
236019,"
   its one of your socials.
  ","
  And you're already here. there's nothing to give out
  "
236020,"
   what about ask!
  ","
  what about it?
  "
236021,"
   everhheard of the hodgetwins on youtube?
  ","
  I have not
  "
236022,"
   oooh
  ","
  🤗🤗🤗
  "
236023,"
   in close room or open
  ","
  idc lol
  "
236024,"
   arabic?
  ","
  No, russian
  "
236025,"
   Would you prefer a party with a few friends or lots of friends?
  ","
  Few
  "
236026,"
   do u wanna learn another language?
  ","
  Russian
  "
236027,"
   Where one can find the truth?
  ","
  Hell
  "
236028,"
   what does that mean
  ","
  Too much information
  "
236029,"
   ?
  ","
  TMI
  "
236030,"
   Hi beautiful
  ","
  Hello!
  "
236031,"
   Do You Like Bubble Baths?
  ","
  Yes
  "
236032,"
   Have you ever had sex in a public area
  ","
  TMI
  "
236033,"
   have you ever given a 😘🍆🍆
  ","
  Dumb way to ask
  
  You don't need to know
  "
236034,"
   insta?
  ","
  Don't give out my socials
  "
236035,"
   Why do you have 8th graders chirping you on baseless claims you never said 🤣
  ","
  So I got bored asf and watched it tbh. Idk what they're going on about, I never said such things but I mean if you wanna comment on appearances. Tf is wrong with her teeth tho🤔
  
  I'm not even fat and that's clearly evident in all my profile pictures. But hey lmao, you are a child so ig you have the right to act like one🤣
  "
236036,"
   what was it like
  ","
  Not bad but I got a very mild form of it
  "
236037,"
   did you have covid?
  ","
  I did
  "
236038,"
   bored at work
  ","
  awh I go back to work tomorrow
  "
236039,"
   whats up
  ","
  Chilling watching mermaid kick ass at naruto, you?
  "
236040,"
   3.. 2... 1... go!!
  ","
  🌈✨🌈✨🌈✨
  "
236041,"
   can you swim?
  ","
  Yes
  "
236042,"
   Why not you basically have to get it to work there
  ","
  No we have the option
  "
