,Question,Answer
783144,"
   Fuco you sexy
  ","
  Fuco??? 🤔🤔
  "
783145,"
   Fuck I sent it anonymously but again Hey humans! How is everybody? I should be active a lot more often now which is hopefully good news to most folks! 

Like my recent lmfao

But apart from that I've been busy working/seshing I hope everybody is doing great
  ","
  Same to you!
  "
783146,"
   tiny af!
  ","
  Lmao
  
  *Kanye Shrugs*
  "
783147,"
   height & weight
  ","
  5'4
  
  110
  "
783148,"
   loving your body!  not enough girls do!
  ","
  That's true
  "
783149,"
   keep loving it girl!
  ","
  Loving whut?
  "
783150,"
   Three favorite things about your body
  ","
  EVERYTHING
  "
783151,"
   If you could change one thing about your body, what would it be?
  ","
  NOTHING
  "
783152,"
   Why appearance?  You shouldn't!
  ","
  Bc sometimes I don't feel good about myself. Idk how else to explain this
  "
783153,"
   Do you work on your body?
  ","
  No I have no reason to
  "
783154,"
   What do you have tons of confidence in?
  ","
  My body some days
  "
783155,"
   What do you lack confidence in?
  ","
  Sometimes appearance
  "
783156,"
   You seem like you have the confidence the way you talk on here tbh...
  ","
  I do but sometimes I don't depends on my mood and day
  "
783157,"
   Why haven't you modeled?
  ","
  Bc I don't have the confidence much
  "
783158,"
   what's the most annoying thing each person you live with regularly does?
credit to eggsy it's a good question
  ","
  They already asked me this and i didn't answer bc I don't feel like typing out a long list of annoying things people in my house do
  "
783159,"
   Who is your best friend
  ","
  My boyfriend
  "
783160,"
   I do 😆
  ","
  I highly doubt you do
  "
783161,"
   Great legs
  ","
  How would you know? 🤔
  "
783162,"
   Do you come with a manual
  ","
  Does any human
  "
783163,"
   have you ever worked in the food industry? what was your job?
  ","
  McDonald's
  
  Stop& shop
  "
783164,"
   Dirty Dancing or Footloose?
  ","
  Dirty dancing
  "
783165,"
   Hey
  ","
  Hello.
  
  Send me more questions
  "
783166,"
   Ever been approached to model?
  ","
  Yeah many times
  "
783167,"
   Sarahah is awful, invites hate.  Unnecessary.
  ","
  It is but I like the nice comments
  "
783168,"
   Would you only work with your guy or would you work with other guys also?  Would that be difficult?
  ","
  Tbh I haven't thought much thought into it
  "
783169,"
   Are tons of girls jealous of you?
  ","
  I'd say so with how much hate I receive on my Sarahah app and on here
  "
783170,"
   Sorry about the industry questions, I was thinking about joining it myself!
  ","
  Oh that's cool
  "
783171,"
   Your body is amazing....but your attitude is better!
  ","
  Lmfao thanks I guess
  "
783172,"
   Would you go full time in the industry or just to make a couple extra bucks?
  ","
  Lol
  "
783173,"
   If you entered the industry, what would be your specialty?
  ","
  Lol
  "
783174,"
   what's your best friend's middle name?
  ","
  I'd rather not say
  "
783175,"
   You would make so much money, you are so perfect!
  ","
  lol thanks
  "
783176,"
   How many ppl have bought you stuff off your amazon list?
  ","
  A couple
  "
783177,"
   Ever made a porno
  ","
  Who cares
  "
783178,"
   Why would you
  ","
  Bc I would
  "
783179,"
   Would you ever work in the porn industry
  ","
  Yes
  "
783180,"
   Last time you got laid
  ","
  Why?
  "
783181,"

    @lclift
   
   is lying about being married to get attention 🙄😂
  ","
  And
  
   @NineGDxFour
  
  wants questions
  "
783182,"
   Whats up tho?
  ","
  Just got back from having w/ some friends w/ my boyfriend on a boat
  
  Now about to eat a sandwich and watch tv
  "
783183,"
   Same I always miss places my phone
  ","
  That's k0ol
  "
783184,"
   Did you go to college/uni
  ","
  No
  "
783185,"
   How often do you lose your phone and can't find it
  ","
  A lot
  "
783186,"
   Is it racist to assume all black smokers prefer Menthols?
  ","
  You're annoying
  "
783187,"
   Do you know more Lilly's, Lilli's, or Lily's? Which is the best of those spellings?
  ","
  Idc lmao
  "
783188,"
   What's the best decision have you ever made?
  ","
  Being a mom
  "
783189,"
   It's Eat an Extra Dessert Day! What's one dessert you could eat all day long?
  ","
  Send me bunch of questions guys
  "
783190,"
   what time do you usually wake up in the morning? what time do you go to bed? do you believe you get a decent amount of sleep per night?
  ","
  6-7am
  
  11pm-2am
  "
783191,"
   do you normally eat breakfast first thing in the morning? what's your favorite breakfast food?
  ","
  Not really
  "
783192,"
   How old were you the most recent time you got in a physical fight?
  ","
  Probably 16
  "
783193,"
   How many kids do you want or how many more if you have any
  ","
  Either 1 or none
  "
783194,"
   What was the last thing that made you smile
  ","
  My son & boyfriend
  "
783195,"
   It's Eat an Extra Dessert Day! What's one dessert you could eat all day long?
  ","
  Cookies
  "
783196,"
   I became friends with someone off Facebook after I bought some merch from his band, but his wife just added me less than 3 minutes after adding him, does this seem suspicious?
  ","
  Idek does it
  "
783197,"
   Did I tell you all about that time when I was 14 and I got high with the band Brodequin? We was smoking joints, bongs and eating cannabis brownies, I was mashed for the entire gig after that.
  ","
  Idc
  "
783198,"
   Hold up a peace sign to your head or your fake
  ","
  I'm verified
  "
783199,"
   U fart today?
  ","
  6 whole years today w/ my boyfriend 😍💍🔐
  "
783200,"
   What's your idea what FM means in ASKfm?
  ","
  Send me tons of questions guys
  "
783201,"
   What shoes did you wear when you last drove? (  ) with socks  (  ) no socks
  ","
  Creep
  "
783202,"
   how old were you when 9/11 happened? how aware were you of what was going on?
  ","
  I was in the first grade
  "
783203,"
   When u were a virgin: What did u think s e x would be like? Were u more wrong or right?
  ","
  lol idk I wasn't thinking
  "
783204,"
   Who do you admire most?
  ","
  My son & bf
  "
783205,"
   Could you use a friend
  ","
  No
  "
783206,"
   What would you do if you found out your worst enemy had become a toilet cleaner in a nightclub
  ","
  Nothing wtf
  "
783207,"
   Do you have some
  ","
  Everybody does
  "
783208,"
   Hairy arms are nice huh
  ","
  I suppose
  "
783209,"
   What have you done today?
  ","
  It's Sunday nothing
  "
783210,"
   What's your bra size and if you could what would you change it to and why
  ","
  Pervert
  "
783211,"
   Favourite thing to do to pass the time / favourite activity you enjoy? 🍄
  ","
  Smoke
  
  Clean
  
  Listen to music
  
  Go for walks
  "
783212,"
   would you be willing to be in a relationship with someone who didn't give head, at all?
  ","
  Yeah
  "
783213,"
   Tell me a disgusting fact about yourself?
  ","
  I constantly clean under my nails lol
  "
783214,"
   What was the last msg you have sent????
  ","
  ""We will get pizza tonight""
  "
783215,"
   What is the most Beautiful Car??
  ","
  Jaguar
  "
783216,"
   What is the best thing you did in life
  ","
  Give birth
  "
783217,"
   Wat is ur rate from 10 to ur boobs ?
  ","
  Why do you ask such irrelevant questions
  "
783218,"
   do you like root beer? beer? black coffee? Red Bull?
  ","
  I like beer & Red Bull
  "
783219,"
   First time cliff jumping with friends
   
    https://youtu.be/lD4WhA5ySFo
   
","
  Going to see ""It"" Friday
  "
783220,"
   Do you have soft lips?
  ","
  Maybe
  "
783221,"
   Do you consider yourself a loner or an outcast?
  ","
  Both
  "
783222,"
   was there an obvious most popular girl in your high school/regina george type?
  ","
  Lol me 🙃
  "
783223,"
   of people you have dated, which parent has been the scariest? was it their mother or father & what made them scary?
  ","
  Tbh nothing scares me lol
  
  But my monster-in-law hates me 🙃
  "
783224,"
   Instagram I'd💕
  ","
  thedanzyfam_x3
  "
783225,"
   Bet it would make you go ooooh.
  ","
  I bet it wouldn't bc idc
  "
783226,"
   Not immature its hot.
  ","
  I guess
  "
783227,"
   I have had a yogurt sitting in my room for a few days the date in it in September 7th.. Will it be ok to eat ?
  ","
  Idk
  "
783228,"
   A cracksmacker is where you're smacked not on the left butt cheek or the right but directly in the center of the butt right on the crack that way the hand goes across both butt cheeks at the same time.
  ","
  Immature
  "
783229,"
   Do you have any injuries or akes or pains
  ","
  No not rn
  "
783230,"
   A cracksmacker. Do you know what that is?
  ","
  No
  "
783231,"
   What are you up to
  ","
  Nothing rn probably going out later
  "
783232,"
   Do you miss summer already?
  ","
  send some questions my way
  "
783233,"
   Have you ever been caught having sex and who was more embarrassed?
  ","
  No
  "
783234,"
   More women than men??
  ","
  Who cares
  "
783235,"
   How many females?
  ","
  Who cares
  "
783236,"
   WOW - 6 years well  done.  Have you only ever been with 3 guys?
  ","
  Yeah lol I've been with both females and males
  "
783237,"
   lol - have you been with other guys since?
  ","
  Well I'm in a 6 year long relationship...
  "
783238,"
   LOL - was first time a one night stand?
  ","
  I suppose
  "
783239,"
   How long were you with the guy that you lost your virginity to?
  ","
  We weren't together lmao
  "
783240,"
   How many fillings have you had?
  ","
  Lol
  "
783241,"
   u was 16 when u first had zex?  thats old.  0.0
  ","
  Oh well
  "
783242,"
   How old are you?
  ","
  22
  "
783243,"
   How old were you when you lost your virginity and do you think you were too young?
  ","
  16 🙄
  "
783244,"
   You got to know which cheek to smack and where. It makes all the difference in getting someone to say oooch instead of ow.
  ","
  What????
  "
783245,"
   I'm going out for dinner tonight, which has got me thinking - What is your favourite food to eat when you go out for dinner? (If you can't think of a specific dish, is there a place/type of food you like to order?) 🍄
  ","
  Tbh it just really depends on what place we decide to eat at
  "
783246,"
   When did you last have a filling at the dentist?
  ","
  Psh, I have no idea
  "
783247,"
   Taking nmy gf out tonight we are gunna grind
  ","
  What? Are you even talking about
  "
783248,"
   Do you even know what that is?
  ","
  What is?
  "
783249,"
   Ever try a cracksmacker?
  ","
  No
  "
783250,"
   Do you smile much
  ","
  Yeah
  "
783251,"
   How are you?
  ","
  I'm alright
  
  Gong to hang w/ some friends later
  "
783252,"
   Do you like getting your bottom tickled?
  ","
  Creepy
  "
783253,"
   What are some signs that someone may have an alcohol problem?
  ","
  They always want to drink
  "
783254,"
   Likers get smash or pass?
  ","
  No
  "
783255,"
   If there is a god, how lenient do you think he is?
  ","
  There isn't 1
  "
