,Question,Answer
101916,"
   دلوقتي......... وات امميزينج 🙈🙈
  ","

   البرد والسخونية مش بيخلو معاد لأي حاجة 😬
  
"
101917,"
   من كان آخر شخص قبّلته؟
  ","

   أنس صاحبي يا عم آسك .. مش اللي في بالك خالص 😬
  
"
101918,"
   يو نو وات انت من مسببات السعادة فى حياتنا باجاباتك وبوستاتك ربنا يكرمك ويجزيك خيرا عننا
  ","
  You know what !
  
  I'm happy 😃
  "
101919,"
   يا شيخ ماتنزلنا كل يوم لوح او ربع قراءة بصوتك 😃 هنكون ممنونين وشاكرين ومبسوطين 😎
  ","

   ياااااه !
   
   (لوح) .. هذا التعبير مما اندثر الآن .. وقد كان يُطلق في الكتاتيب على المحفوظ الجديد نسبة إلى لوح الخشب الذي كان يُكتب عليه قبل ذلك ..
   
   رحمة الله على شيخي صلاح حمزة الذي فتق لساني بالقرآن ..
   
   (صحّ علي اللوح واجعد احفظ) كلمته التي ما زالت ترن في أذني .. مهما مر الزمن ..
   
   ومن عجب أني رأيته الليلة في المنام وقبّلت يده ورأسه .. ثم دعوته على الطعام فلبى وهو سعيد بي جدا !
   
   اللهم لك الحمد.
   
   -------------------------------------------
   
   ألقاكم يا صحبة الجنة 💚
  
"
101920,"
   هل يجوز أن أغيظ زوجتي الأولى بحبي للثانية؟لو الله يسر وتزوجت الثانية
  ","

   اللي زي حضرتك = ما ينفعش يتزوج الثانية .. وربنا يصبر عليه الأولى !
   
   مين قالك إن التعدد وسيلة للإغاظة أو حتى المعاقبة ؟!
   
   مين قالك إن الشرع جعل قلوب النساء مرتعا مباحا لكل (عيل) يتحكم فيها بما يشاء .. ولو في الحلال ؟!
   
   مين قالك إنك لو لم تعلم من نفسك القدرة على العدل والإسعاد لكليهما يجوز لك التعدد أصلا ؟!
   
   ألا فاعلم أنه قد بلغنا في الأثر أن من كانت له امرأتان فلم يعدل بينهما = أتى يوم القيامة وشقه مائل !
   
   فانظر ما يسرك بين يدي الله .. يوم تقف بين يديه بلا حائل.
  
"
101921,"
   بابا عمال يقولى قومى يا بنتى افطرى 
قلت له اما ابى الشيخ محمد يخلص 
قال لى لا خليكى بقا ما دام شيخنا قاعد وبيدعى لك وبيقول لك ربنا يبارك فيك
  ","

   ويبارك في عمره ويكرمه .. أقرئيه سلامي كثيرا.
  
"
101922,"
   كيف اتعامل مع المتكبر؟ هل تجاهله يكفي؟
  ","

   تجاهله يوقفه على حقيقة نفسه
  
"
101923,"
   لازم أتصور معاك أنا وإبراهيم يا مولانا في المعرض 💚 الناس مش هيسيبوك لوحدك بس لازم نتصور معاك :) 😘
  ","

   ده من دواعي سروري 😃
  
"
101924,"
   زوج عبوس الوجه وسريع الانفعال صوته عالي بيفزع اطفاله كثير الطلبات لو المايه جنبه يقومني من بعيد علشان اديهاله كلمته وقولتلو لازم نعيش ف هدوء ومفيش اي نتيجه يوم ومش بيقدر يكمل لأخره ونرجع للتكشيرة والزعيق تاني
حبي ليه بيقل غصب عني بقيت اكره يوم اجازته 😢
  ","

   أنت الأدرى هل ده طبعه، ولا شيء طارئ !
   
   لو طارئ يبقى إيه السبب .. تعرفيه، وتساعديه في إزالته.
  
"
101925,"
   &
  ","

   لا طبعا.
  
"
