,Question,Answer
252108,"
   ¿Que piensas de asumir cosas? ¿Se puede confiar realmente en una suposición?
  ","

   @JoseChavarriaQ
  
  Asumir es tener una idea de lo que es.
  
  Comprobar es tener la certeza de lo que es.
  
  Creo que solo se debe asumir cuando no se puede comprobar.
  "
252109,"
   ¿Que hace algo especial? Más allá de la persona que lo da
  ","

   @JoseChavarriaQ
  
  Solo percibo el amor en cualquiera de sus manifestaciones como algo especial.
  "
252110,"
   ¿Con que tipo de persona haces amistad? ¿Haces amistad para no estar solo y tener a alguien ese momento o buscas algo duradero?
  ","

   @JoseChavarriaQ
  
  ¿Con que tipo de persona haces amistad? No tengo amigos.
  
  Suelo conversar con cualquier persona, lo que no suelo hacer es conversar a diario con las mismas personas, me incomoda.
  
  ¿Haces amistad para no estar solo y tener a alguien ese momento o buscas algo duradero? No hago amistad con nadie.
  
  Puedo estar rodeado de personas entretenido e igual siento soledad.
  
  Frecuentar a diario a alguien me irrita, así que trato de evitarlo.
  
  Las personas muy melosas, me activan el modo rechazo.
  "
252111,"
   Holi🐺🌙 Preguntas semanales-VIAJES✈️: 7. Si tuvieras que irte de viaje con tu 5° @, ¿a dónde le llevarías y por qué?. Pásate~>
  ","

   @Andrewbubbles
  

  5°
  
   @anonimoous1235235245
  
  ¿Algún lugar de su interés?
  "
252112,"
   Si tuvieras que hacerlo de nuevo, ¿qué harías? 🏈 If you had to do it again, what would you do?
  ","

   @AstroBoyAstroBoy
  
  Rutinas.
  "
252113,"
   What do you first think of when you wake up?
  ","

   @YaoiMasterSadist
  

  Es inevitable
  
   @LaliEspositoHOficial
  
"
252114,"
   Holaaaaa como éstas 😊??
  ","

   @DaajjaaniiRuizAlcala
  
  Genial.
  "
252115,"
   🐬🐙 .. What do you think of the Sereal killers??.. 🐠💜💙🐠 .. qué opinas de los Asesinos en Serie???.. 🐙🐬
  ","

   @ysk88burbujita88
  
  Tienen una necesidad muy atroz.
  "
252116,"
   🎀🎁.. I am very Angryyyy!!.. Grrr!!! Grrr!!!😠😠😠🍃🎄🍃 .. estoy muy Furiosaaaa!!.. Grrr!!! Grrr!!!😠😠😠 ..🎁🎀
  ","

   @ysk88burbujita88
  
  Regrese cuando esté calmada.
  "
252117,"
   Oh vale jajaja no pasa nada, me alegro que nos hemos entendido, la verdad expansor de oreja me suena mejor que dilata 😂😂
  ","

   @isaamaartiin14
  
  Entiendo.
  "
252118,"
   Solo te lo decía porque te veía siempre etiquetándome en mis propias preguntas. no tenías que ser un idiota o salado al respecto.
  ","
  @ Menciono a todos los que preguntan.
  "
252119,"
   Gracias Villalobos :)
  ","
  oo
  "
