,Question,Answer
691956,"
   Good morning 🌻💙
  ","
  Good morning
  "
691957,"
   Hiiii
  ","
  Hi
  "
691958,"
   Merry Christmas🎄
  ","
  Wut
  "
691959,"
   🧡
  ","
  The sun is out in Michigan
  "
691960,"
   You are so beautiful
  ","
  Thank you!
  "
691961,"
   Hhaha
  ","
  Hah
  "
691962,"
   what is your fave fruit? 🍓
  ","
  Raspberry
  "
691963,"
   Do you like ice cream?
  ","
  Yes
  "
691964,"
   How was your day?
  ","
  Good
  "
691965,"
   How old is everyone
  ","
  21
  "
691966,"
   it’s Inauguration Day here in the US
  ","
  Yay
  "
691967,"
   Do you like mac and cheese?
  ","
  Yes
  "
691968,"
   Hey
  ","
  whats up?
  "
691969,"
   Guys with big butts get my attention 👀
  ","
  😂😂😂
  "
691970,"
   Can you teach me how to love you?
  ","
  No
  "
691971,"
   Good morning! 😊
  ","
  Good morning
  "
691972,"
   👀
  ","
  Hi
  "
691973,"
   where’s the last place you drove to or went to?
  ","
  The gas station
  "
691974,"
   Are you good at learning on your own /self-study? 📚
  ","
  Kind of
  "
691975,"
   In today's time, would you say that a 👨 man is equal to a 👩 woman?
  ","

   @hockeyluvaa
  
"
691976,"
   You're 120% weird
  ","
  what
  "
691977,"
   Do you want to go Vagas??
  ","
  It's Vegas
  "
691978,"
   How was everyone’s weekend? 💞
  ","
  It was good
  "
691979,"
   Do you think January is flying by? or is it going slow to you?
  ","
  I don't think it's flying by, but I don't think it's moving to slow
  "
691980,"
   have u ever made a snow angel?
  ","
  Yes
  "
691981,"
   From which country are you from?
  ","
  U.S.A
  "
691982,"
   Weekend plans?
  ","
  Its not the weekend yet
  "
691983,"
   How are you?
  ","
  I'm good
  "
691984,"
   Marshmallows or no marshmallows on your hot chocolate?
  ","
  Marshmallows
  "
691985,"
   Hello do you like pie?
  ","
  Not really
  "
691986,"
   Good morning, Beautiful!
  ","
  Good morning
  "
691987,"
   Why great?
  ","
  😂😂😂
  "
691988,"
   D
  ","
  F
  "
691989,"
   Do you like egg nog?
  ","
  No
  "
691990,"
   Why are you such a weird chick?
  ","
  I'm not
  "
691991,"
   🚩Are you tired of all the same old questions? What would you like to be asked here on ASKfm?
  ","
  Yes
  "
691992,"
   Do you prefer writing in a black or blue pen?
  ","
  Black
  "
691993,"
   😏😏😏
  ","
  I'm tired
  "
691994,"
   how are you feeling?
  ","
  Great
  "
691995,"
   Are you aware that some guys on this site play with themselves with you in mind? If so, are you ok with that? 🤔
  ","
  I'm disturbed
  "
691996,"
   Hello do you like Instagram?
  ","
  Yes
  "
691997,"
   Hello
  ","
  Hi
  "
691998,"
   what is your number one favorite color?
  ","
  Pink
  "
691999,"
   Anyone hot
  ","
  No
  "
692000,"
   you are so pretty
  ","
  Thank you
  "
692001,"
   Got any siblings?
  ","
  No
  "
692002,"
   __💛
  ","
  Hi
  "
692003,"
   😈😈😈
  ","
  ❤
  "
692004,"
   City or mountains ?
  ","
  City
  "
692005,"
   🖤
  ","
  🎉
  "
692006,"
   Follow you
  ","
  Returned!!
  "
692007,"
   How are you and you’re cute
  ","
  I'm good and thank you
  "
692008,"
   Can I have a kiss
  ","
  😘😘😘
  "
692009,"
   U shave or wax ur vagina?? Just curious lol
  ","
  Wtf
  "
692010,"
   Hey
  ","
  Hi
  "
692011,"
   Every time you say the color ur panties are always black lol
  ","
  bye
  "
692012,"
   dimple queen
  ","
  😊😊😊
  "
692013,"
   Will you reply me on insta? please?
  ","
  no
  "
692014,"
   Its black anon. So now what are you going to do with that information ?
  ","
  nah
  "
