,Question,Answer
627588,"
   You feel good, cuz ItsWickedWillis just spammed you. ?????
  ","
  Thank you for all the loooooove ❤
  "
627589,"
   What is the happiest moment of your life
  ","
  Hmm, theres a lot of those moments.
  
  But i felt real deep to the soul happiness when i went to Hard Summer for my 18th birthday with my sister. Felt so much love it was such a beautiful time.
  "
627590,"
   Why was it the best nap
  ","
  I just woke up feeling really good!
  "
627591,"
   sAv in the cut
  ","
  I need noise
  
  I need the buzz of a sub
  
  Need the crack of a whip
  
  Need some blood in the cut
  "
627592,"
   How would u feel if you gave ur gf/bf your Snapchat password and he was looking at another guy/girls Snapchat story would u be mad or not?
  ","
  I wouldn't care, i have nothing to hide. I love watching my sc stories with people cause most of the people on my sc are fuckin funny
  "
627593,"
   Do you whistle in public?
  ","
  I cant even whistle lol
  "
627594,"
   I wish to hug you
  ","
  I just woke up from the best nap
  "
627595,"
   But I love you
  ","
  Im taking a nap, ill be back later ?
  "
627596,"
   Pap
  ","
  ???
  "
627597,"
   Why do girls always hold grudges on their exes?
  ","
  Because they dont want to let go and move the fuck on because they want to still feel important
  "
627598,"
   U r very pretty :)
  ","
  Thank you ?
  "
627599,"
   Pap last snap #All❤️?
  ","
  Oh look its me
  "
627600,"
   Do you prefer reading the book or watching the movie first? and why?!??
  ","
  I prefer reading the book before seeing the movie! The books are always better
  "
627601,"
   Hey boom I haven't been on here for 5 days, sorry
  ","

   @JessicaStonebridge
  
  fuckin gets me. ❤ i love you sm
  "
627602,"
   Yep that'll do it. I'm a pet psychic. She should be okay later, although I had to take my cat to the vet for blockage one time... she wouldn't eat for several days. Make sure to brush her often to reduce fur balls.
  ","
  I will!! Thank you!! ❤❤
  "
627603,"
   you should have your own radio station called: Boom Knows Best!
  ","
  I want my own podcast where i can just rant about shit for an hour
  "
627604,"
   Does your cat have a belly ache?
  ","
  How did you know? She was throwing up fur all morning ??
  "
627605,"
   Hey boom
  ","
  I can see the future, it involves a nap lol
  "
627606,"
   Would you like to
  ","
  My cat keeps making really sad noises. Like wtf is wrong ?
  "
627607,"
   Linda ❤
  ","
  I cant read rn, im like not in the mood ?
  "
627608,"
   ""Keep love in your heart. A life without it is like a sunless garden when the flowers are dead""

-- Oscar Wilde ? .. Have a lovely day friends :"")
  ","
  This is beautiful?
  "
627609,"
   Sorry! Why are the Nebulans at war with Earth?
  ","
  Because humans are fucking everything up. They cant seem to stop having babies. They keep fighting with each other because of race. They want to nuke the planet. Keep killing each other. Not uniting as one species. The only solution to the Nebulans is to wipe out the entire race and start all over again.
  "
627610,"
   Your answers ain't relating tho Anyways all Ik is that you live in my heart nothing else
  ","
  Why do my answers always have to relate to you? I dont even know what you are saying half the time.
  "
