,Question,Answer
32184,"
   How are you?❤️
  ","
  I'm doing great. Hope you're doing well. ?
  "
32185,"
   Are your broken?
  ","
  No?
  "
32186,"
   what keeps you busy all the time?
  ","
  Work
  
  Gaming
  
  Cleaning
  
  Family
  "
32187,"
   Hey loves im bored and you can ask me anything you want mean or nice and just conversate
  ","
  Followed ?
  "
32188,"
   Beautiful picture
  ","
  Thank you so much!
  "
32189,"
   Do you like reading?
  ","
  Yeah! ?
  "
32190,"
   were you born in america
  ","
  Um. Yes lol
  "
32191,"
   How long time have you been married? Can you show a wedding pic? ????
  ","
  Well we were actually going to get married in the first year we met but we couldn't because we didn't have money and we were long distance so it was hard to. Been together for 7 and a half years now? But we have been married married for almost three years I think now? Yeah. Dang. But I just count it all together because it all feels the same which is a good thing from day one. ?❤??
  "
32192,"
   ?
  ","
  ? ? ?
  "
32193,"
   Do you ever go outside on a clear night and look up at the stars? Do you know any of the constellations?
  ","
  Yes and yes. I love the Stars especially out on the countryside where there's not a lot of lights. Were you really get to see space. Where you really get to see the beauty of night and the natural lights. And yes I know some constellations
  "
32194,"
   _♤?
  ","
  Goodnight
  "
32195,"
   Post a GIF that matches your current mood! ??❣️
  ","
  #CuddlingMood
  "
32196,"
   Do you like cornbread?
  ","
  Raise Hell eat cornbread. Cornbread raised and fed my whole life. Heck yeah and proud to admit! ? yee yee
  "
32197,"
   Would you ever get plastic surgery? Personally I wouldn't.
  ","
  No
  "
32198,"
   If you had to work but didn’t need the money, what would you choose to do?
  ","
  Work with animals.
  
  Money or no money.
  "
32199,"
   What is your favorite comedy movie?
  ","
  Lair lair is reeeally funny.
  "
32200,"
   do you ever send anonymous questions?
  ","
  Rarely
  "
32201,"
   If you could have anyone locked in a room so that you could torment them for a day, who would you choose and how would you torment them?
  ","
  No and no one
  "
32202,"
   What can totally impress you?
  ","
  Nearly anything. It doesn't take much to impress me
  "
32203,"
   Whats your most annoying habit?
  ","
  Nail biting.....
  "
32204,"
   Say something!
  ","
  ""I'm giving up on you!
  
   I'll be the one if you want me to. And anywhere I would have followed youuuuu... ouuuu... Say something! I'm giving up on you!""
   

     View more
    

"
32205,"
   What songs are you embarrassed to admit that you like?
  ","
  None.
  "
32206,"
   What movie should everyone see at least once?
I will try to watch it.
????
  ","
  The Sandlot movies. Yaaaaas
  "
32207,"
   What are some good things about the country you live in?
  ","
  Free men and gals
  "
32208,"
   Do you like coffee?
  ","
  I very much doooo
  "
32209,"
   How do you respond to someone crying?
  ","
  Just give them a second and let them vent and cry and just be there with them. Understand or at least try to. Sit there and continue to listen and be company and let them vent more. Tried to calm them down then when they start to talk to you more and then try to be out of the ordinary and utterly awkward funny and try to just cheer them up. Depending on the person of course. Some people just don't want to be talked to you at all and it's better just to sit there and let them vent. And some people you just have to leave them alone
  "
32210,"
   Pancakes or waffles?
  ","
  Both are okay to me.
  "
32211,"
   Name any 3 things that make you smile?
  ","
  God.
  
   Family.
   
   Friends.
   

     View more
    


"
32212,"
   What is it you most dislike?
  ","
  Just rude people
  "
32213,"
   list the seasons in order from your favorite to your least favorite.
  ","
  Winter FAV
  
  Spring
  
  Fall
  
  Summer LEAST CAUSE OF HOW HOT
  "
32214,"
   think of all tools (hammer, wrench, drill, screw driver, etc.)
which one do you find yourself using the most?
  ","
  Probably the hammer
  "
32215,"
   Are you good at coming up with ideas? I'm actually terrible haha
  ","
  I am pretty decent
  "
32216,"
   Who was the last person you gave a kiss?
  ","
  Jason. ?? My hubby.
  "
32217,"
   UK friends, how do you feel about masks being made mandatory on the 24th?
Non UK friends, have masks been made mandatory there and should they be?
  ","
  Off and on they have been mandatory.
  "
32218,"
   Where do you want to live; someone's heart or prayer?
  ","
  I don't mind either.
  "
32219,"
   Are you bad at remembering names?
  ","
  Can be. Usually am
  "
32220,"
   Is there a time of day when you feel the most motivated? What type things do you do at that time?
  ","
  Anywhere from 11 to like 3 in the afternoon. I usually am most active around this time of the day
  "
32221,"
   What are the things you have overcome in your life??
  ","
  Distance. Some frustrations. Fears.
  "
32222,"
   I’m school were you quick to raise your hand to answer or volunteer?
  ","
  Depending on what it was
  "
32223,"
   Have you ever attempted a do-not-try-this-at-home stunt or experiment you saw performed by professionals?
  ","
  More than likely without me even knowing probably
  "
32224,"
   What does comfort mean to you?
  ","
  Just to be able to do what I want how I want in a chill relaxing way
  "
32225,"
   Do you have a crush ? Can you describe ?
  ","
  Yeah.
  
  My husband. Lol
  "
32226,"
   what are your least favorite dishes to wash? I hate washing pots and pans ?
  ","
  Giant glass pans
  "
32227,"
   Do you where your heart on your sleeves??
  ","
  No
  "
32228,"
   Based off my pictures what type if person do you think I am?
  ","
  Kool
  
  Chill
  
  Different and likes to be
  
  (Nothing wrong with this)
  
  Sweet
  
  Loves music and to be creative.
  "
32229,"
   If God sneezes, what should you say??
  ","
  I guess the same God bless you LOL
  "
32230,"
   Do you think people deserve a second chance?
  ","
  Most people yes
  "
32231,"
   have you ever encountered an online stalker?
if so, what made them stop?
  ","
  Yes and I ignored
  "
32232,"
   What is your least favorite fruit?
  ","
  Maybe... blackberries and grapes because of seeds. Especially cherries. I'm not a c-type fruit-eating person. I do like cherries and I do like grapes and I do like blackberries I just don't really like to eat in because of the teeth they get stuck in my teeth and hurt
  "
32233,"
   Thank you so much sis. For your precious wishes and surprises. I love you so much♥️??
  ","
  No problem at all. You have an amazing day
  "
32234,"
   What tv show/movie did u enjoy as a young child, but is seems completely ridiculous or unrealistic to watch now that you are an adult?
  ","
  The Powerpuff Girls
  "
32235,"
   What's your favorite type of music?
  ","
  I am honestly into just about any kind of music honestly.   alternative rock and Country and rap
  "
32236,"
   Anything you're proud of ?
  ","
  My husband
  "
32237,"
   ?Life is so beautiful, live it?
  ","
  Correct absolutely
  "
32238,"
   What things help you relax the best?
  ","
  Warm water nice shower or bath just taking it easy
  "
32239,"
   How did you come up with your username?
  ","
  Love the cold. Love winter. Born in the winter. I love to sing. And that's mainly how I came up with that name
  "
32240,"
   Have you ever locked yourself out of the house?
  ","
  Unfortunately yes but I'm sure we have all done it at least once before
  "
32241,"
   Game and sing? I don't believe that I've heard of it. I've heard of dancing by myself. I'm just being sillier on your page.
  ","
  Lol.
  
  Hope you're doing okay today.
  "
32242,"
   What do you struggle to do every day?
  ","
  Mostly little things but nothing really too bad or important to even mention.
  "
32243,"
   Love you so much sis♥️??
  ","
  Much love to you too fam!
  "
32244,"
   what is something about you that not a lot of people know?
  ","
  I love to game and sing
  "
32245,"
   Life is beautiful or Life is painful-
What do you think? ??️
  ","
  Have to experience both because that's life.
  "
32246,"
   Have you eaten fried eggplant
  ","
  Eggplant chips? Yes they are delicious and I love making them. I use my grandmother's old school recipe
  "
32247,"
   Is there someone you hate for no reason? ?
  ","
  No
  "
32248,"
   How often do you post pictures in you social media accounts?
  ","
  Depends
  "
32249,"
   That was great gift for me. Thank you so much from the bottom of my heart. Love you sis ♥️
  ","
  It's the least I can do. You deserve it. I'm glad that you liked it. And I'm also glad that you enjoyed your birthday! Always good to hear.
  "
32250,"
   Do you like to paint your nails?
  ","
  I do sometimes. Yes.
  "
32251,"
   Cake or pie?
  ","
  I love cake and pie. I don't mind either on occasion.
  
  Good night everyone! I'm exhausted
  "
32252,"
   Cake or pie?
  ","
  I love cake and pie. I don't mind either on occasion.
  
  Good night everyone! I'm exhausted
  "
32253,"
   Where were you 3 hours ago?
  ","
  Here. At home. Tryna rest for tomorrow. I have work again.
  "
32254,"
   Follow up..plz??
  ","
  I followed you. Be aware I asked a lot of questions.
  "
32255,"
   What can we learn from children? — If you have children, what did you learn from them?
  ","
  To just be kind.
  
  Have fun sometimes.
  "
32256,"
   What will you do when stuck in a elevator with your crush or life?
  ","
  My husband? Lol
  "
32257,"
   Things to do in Quarantine?
  ","
  The same everyday activities
  "
32258,"
   Where would you go if all expenses were paid?
  ","
  either Australia or Alaska
  "
32259,"
   What new thing would you like to accomplish in your life?
  ","
  I want to start a family business
  "
32260,"
   thank you ?
  ","
  ?
  "
32261,"
   happy friday everyone! enjoy your weekend ?
  ","
  Thanks and same back!
  "
32262,"
   follow plz
  ","
  Followed ya.
  
  I ask alot of questions so be aware.
  "
32263,"
   iPhone or Android?
  ","
  Both are fine to me. I've had both in both have pros and cons
  "
32264,"
   What's the biggest lesson you learnt from a relationship?
  ","
  Don't be with someone just because you feel bad for them and you want to help them because in the end you don't help yourself
  "
32265,"
   What is your dream job?
  ","
  Would love to work with animals
  "
32266,"
   What would you do if a teaspoon of your tears could be used to cure cancer in one person?
  ","
  It would heal a lot of people for sure
  "
32267,"
   what do you miss from your childhood?
  ","
  Growing up with my sisters and playing with them
  "
32268,"
   what is a microwavable food you actually enjoy?
  ","
  I like the little banquet cuisine meals
  "
32269,"
   very good dream ???
  ","
  Thaaanks. ?
  "
32270,"
   What makes you feel bad? ?
  ","
  seeing people down in the dumps
  "
32271,"
   Do you have cable or satellite TV?
  ","
  Neither. We don't have TV.
  "
