,Question,Answer
300384,"
   Post a GIF that matches your current mood?
  ","

   @JamesEFranco
  
"
300385,"
   Both are great!
  ","

   @DavejFranco
  
"
300386,"
   Pancakes or waffles?
  ","
  waffles with lots of Syrup
  
  ??     ??
  
  ???????
  
  ??  Sweet!  ??
  
  ???????
  
  ?????
  
  ???
  
  ?
  "
300387,"
   Have you met Owlcat - the favorite new beast of the all new ASKfm? What skills should it have?
  ","
  notify the number of notifications you have,  and show the background pics again
  
  reply directly back to the person from the notification, and not having to find them again from #Friends
  
  stop shuffling the order of #Friends, keep an order of some sort, please
  "
300388,"
   How do you relax at the end of the day?
  ","
  watch tv
  "
300389,"
   What’s your favorite creature?
  ","
  ?
  
  E.T. Phone Home
  "
300390,"
   I don't know what to do
  ","
  what's going on???
  
  you don't know what to do about what???
  "
300391,"
   Plans??
  ","
  work, buy books for school, prepare for school
  
  #MidnightMemories #MadeInTheAm
  
   @rphes94
  

   @NiallHoran_1Drp
  

   @tomlinsonwlouis97rp
  
"
300392,"
   If you could be very good at something, what would it be ?
  ","
  making deadline dates
  
  very maticulus
  
  aware of when MAJOR assignments are due, to draft a few times before I turn in final draft
  "
300393,"
   Which is further difficult, looking at someone's eyes when you are telling them how you feel, or looking at someone's eyes when they are telling you how they feel?
  ","
  looking into someone eyes, telling them how you feel
  
  your emotionally involved already, to express how you feel
  "
300394,"
   x
  ","

   https://youtu.be/XQOtV5lZKIE
  
























   https://youtu.be/dKj-fJFFET4
  






















"
300395,"
   I know
  ","
  ?✌
  "
300396,"
   Ha
  ","
  I'm honest
  "
300397,"
   If you could change one thing about your family, what would it be?
  ","
  nothing
  "
300398,"
   You are crazy
  ","
  thank you, I am being me
  "
300399,"
   whats up
  ","
  working overtime, its great!!!!
  
  working once school starts to at least 32 hours!!!!!
  "
300400,"
   Can you truly love more than one person?
  ","

   https://youtu.be/lp-EO5I60KA
  






















"
300401,"
   What is your favorite waste of time?
  ","
  YouTube
  

   https://youtu.be/HELpOpAY0bQ
  
























   https://youtu.be/ah9E2xAyFAc
  
























   https://youtu.be/3Ki7Os2Btm4
  
























   https://youtu.be/T4cdfRohhcg
  
























   https://youtu.be/AbPED9bisSc
  
























   https://youtu.be/lp-EO5I60KA
  
























   https://youtu.be/nSDgHBxUbVQ
  






















"
300402,"
   What's the best thing you can purchase for $5?
  ","
  #7LayerBurrito from #TacoBell
  "
300403,"
   What was your first concert? No matter how embarrassing - let's hear it.
  ","
  it was NKOTB, but Joey was my Favorite
  
  its was a cops and kids contest I won
  
  at Fiddlers Green
  

   https://youtu.be/HELpOpAY0bQ
  






















"
300404,"
   I did❤️
  ","
  ??     ??
  
  ???????
  
  ??  Sweet!  ??
  
  ???????
  
  ?????
  
  ???
  
  ?
  "
300405,"
   Goodnight beautiful? I hope you had a wonderful day?
  ","
  thank you
  
  did you have a wonderful day too?
  "
300406,"
   #when you're sick , how do you pamper your self ..(!)
  ","
  #ChickenNoodleSoup
  
  #?
  "
300407,"
   Whose brain would you want to live in for a day?
  ","
  what are you thinking
  
   @rphes94
  


   https://youtu.be/T4cdfRohhcg
  
























   https://youtu.be/AbPED9bisSc
  






















"
300408,"
   Sorry babe! :( I'd never judge you! :)
  ","
  ?✌
  "
300409,"
   Okay! What am I looking for?
  ","
  I don't understand this question
  "
300410,"
   What is your favorite sound?
  ","

   https://youtu.be/ah9E2xAyFAc
  






















"
300411,"
   What is the most ridiculous place for a first date?
  ","

   https://youtu.be/3Ki7Os2Btm4
  






















"
300412,"
   Hey!! How are you??
  ","
  I'm good.
  
  how are you??
  "
300413,"
   You're welcome :)
  ","
  ☺
  "
300414,"
   Rates - Pool ?
  ","
  thank you ☺✌
  "
300415,"
   Who's your favorite athlete?
  ","
  #GoGreenBayPackers
  
  #ArronRodgers
  "
300416,"
   Post the most adorable picture you have got. (^・ω・^ )
  ","

   https://www.instagram.com/p/BATGfeTtjS5/
  
"
300417,"
   If you had to lose a sense, which would it be?
  ","
  #STOP THE HATE
  
  STOP BULLYING, if your not part of the solution then your part of the problem
  

   https://youtu.be/5T-ZXjnLhHQ
  
























   https://youtu.be/LHesl-9Nun4
  






















"
300418,"
   I'm good, how are you?
  ","
  ?☺✌
  "
300419,"
   hi☺
  ","
  hey Zac
  
  how are you??
  "
300420,"
   thank u and back of course?
  ","
  thank you
  "
300421,"
   Oh Gosh????
  ","
  what's up??
  "
300422,"
   Hahaxx
Hw r u????
  ","
  I'm great!!!! I got two hours of overtime this week!!!!!
  
  how are you??
  "
300423,"
   #followed ❤️
  ","
  #Back
  "
300424,"
   Plans yl7lween??
  ","
  working 8am-6pm today
  "
300425,"
   Can I ask what Religion you are???
  ","
  Christan Catholic
  "
300426,"
   Did you try eating sushi? 
Yes/is it good ?
No/do you want to try it ?
  ","
  I love Sushi from Tokyo Joes
  
  Yo Roll with Avacado and Mango
  
  #TheBest!!!!!
  
  I love Avacado and Mango?
  "
300427,"
   What is the best compliment that you ever received?
  ","
  thank you,
  
   @rphes94
  
"
300428,"
   What is the most interesting thing about your family?
  ","
  we experience ""Heaven on Earth"" every Sunday at mass!!!!!
  
  The Holy Trinity-The Father, Son and Holy Spirit
  "
300429,"
   Hye
  ","
  hey
  "
300430,"
   Followed, follow back maybe? I love your dp ?
  ","
  thank you
  "
300431,"
   #What do you know about biomedical  science and good universities for that major  ..(!)
  ","
  I don't know
  
  my professional career is Teacher, Child Care
  "
300432,"
   Followed cutie pie ☺
  ","
  thank you
  "
300433,"
   G.morning❤️##good luck all
  ","
  thank you ☺✌?
  "
300434,"

    @louistomlinsonupdatess
   

    @niallhoranupdates1
   

    @liampayneupdates
   

    @harrystylesupdatess
   

    @onedirectionpoolska
   
   nowe aski o 1D, serdecznie zapraszam do pytania, czytania, lajkowania i obserwowania!:)
  ","

   https://open.spotify.com/track/6HFywc5eQYRRYHYTatCb5Y
  


   https://open.spotify.com/track/5O2P9iiztwhomNh8xkR9lJ
  


   https://open.spotify.com/track/1dQQ2QlnvXUehsRUrukKmf
  


   https://open.spotify.com/track/5Lf9rCqReE9Ri4tZvLRLuy
  
"
300435,"
   Where were you 3 hours ago?
  ","
  ?
  "
300436,"
   is there someone you cannot get out of your mind?
  ","

   @rphes94
  
  #SweetStyles #Perfect
  

   https://youtu.be/Ho32Oh6b4jc
  






















"
300437,"
   What's your favorite way to express yourself?
  ","

   https://youtu.be/URv0IuhZMnI
  






















"
300438,"
   Crush?
  ","

   @rphes94
  

  I Love You too!!!!??☺✌?
  

   https://youtu.be/nvfejaHz-o0
  
























   https://youtu.be/26bcRNifIOM
  
























   https://youtu.be/URv0IuhZMnI
  






















"
300439,"
   Yeah i never really understood praying ):
  ","
  try it, I know it works
  
  but you have to have Faith too
  "
300440,"
   Idk do u think im going to hell for what i did?
  ","
  I don't judge
  
  pray and ask for forgiveness
  
  repent
  "
300441,"
   Very badly if u kept up with my new posts
  ","
  can I virtually help you??
  "
300442,"
   Haya.missed u.friend (:
  ","
  hi, how have you been friend??
  "
300443,"
   If you could control nature, which element would you choose? Why?
  ","
  fire
  "
300444,"
   You are beautiful,Don't forget that. ♥
  ","
  Thank You
  

   @jackgilinskyrp
  


   https://youtu.be/UcYvYtg6Qt8
  
























   https://youtu.be/Ai9BuzyeJCA
  






















"
300445,"
   Who was your first crush? Describe them.
  ","
  #TommyHanson #21JumpstreetOriginalSeries
  
  #Bowling #BurntHotDogs&Sauerkraut
  
  #BlueMustang #TheMcQuidBrothers
  "
300446,"
   What is your height?
  ","
  5""4'
  "
300447,"
   Is global warming real? What do you think will happen?
  ","
  global warming is real and the ozone layer is being depleted, its gone and can not be replaced
  
  the only thing to try to do is take care of mother earth,
  
  Reduce, Reuse, and Recycle my friends♻
  "
300448,"
   What are your goals for 2016 ?
  ","
  #Irrater Reliability, before school starts
  
  pass classes with As and Bs; keep up in school
  
  get ahead if possible
  
  get raises at work ;tithe 10% each check
  
  Books to read: finish ""The Year of Goodbyes""
  
  read the book of Romans
  
  ""The Diary Of Anne Frank""
  "
300449,"
   #How would you describe a strong person ..(!)
  ","
  people that stand for what they believe in
  
  NO MATTER THE COST
  "
300450,"
   umm...my fav is 
LAYS FRENCH CHEESE
  ","
  ??     ??
  
  ???????
  
  ??  Sweet!  ??
  
  ???????
  
  ?????
  
  ???
  
  ?
  "
300451,"
   Happy new year ?❤️?.
-sorry I'm late .
  ","
  Happy New Year!!! Welcome in 2016!!!!
  "
300452,"
   How do you feel about snow?
  ","

   https://youtu.be/gGV4hxhxW8o
  
























   https://youtu.be/Cdc5AT19lVY
  






















"
300453,"
   What song makes you feel happy?
  ","

   https://youtu.be/HQbtihwsdtQ
  
























   https://youtu.be/-qOT1GR39IQ
  






















"
300454,"
   Last snap/space / plans? # 

الي يبي نضيفه سناب يطرش اسمه خاص?
  ","

   https://youtu.be/K2fZb9tDXKE
  
























   https://youtu.be/DuIo2eLRXBw
  






















"
300455,"
   Happy new year sweetie ?
  ","
  happy new year to you too!!!!???☺
  "
300456,"
   Something you don't want it to happen at your 2016 ;
  ","
  meet #Sweet1D
  
  especially
  
   @rphes94
  
"
300457,"
   Happy New Year! Do you have any resolutions?
  ","
  nope
  

   @rphes94
  
"
300458,"
   Aww..thanks....
  ","
  ☺✌
  "
300459,"
   Happy new year :))
  ","
  happy new year ?????
  "
300460,"
   Happy New Year ? ?
  ","
  happy new year
  "
300461,"
   Happy New Year!!!!!
  ","
  #HappyNewYear from #TheMiddle
  
  12:05Am now
  "
300462,"
   Happy new year guys...
Hav fun nd enjoy...
May god bless u....
(S.T.A.I.F.)
  ","
  ?????
  
  Happy New Year
  
  God Bless You Always
  "
300463,"
   Happy new year
  ","
  Happy New Year
  
   @rphes94
  
  !!!!!!!
  "
300464,"
   Oh I just understood what you meant by saying I had a tattoo saying ""cunt"" well I'm sorry if you misunderstood it but it was ""can't"" like I had a tattoo saying things I can't and I covered it with a holy bible tattoo! I don't see why I would curse my religion, thank you for understanding
  ","
  you are still #SweetStyles ??
  "
300465,"
   You are so sweet I really like you..??
  ","
  thank you very much
  "
300466,"
   Followed you :) Follow back please ?
  ","
  back
  "
300467,"
   ?。❤。?。?
。✨ 。?。?
✨。＼｜／。?
Happy New Year
?。／｜＼。?
。?。 ?。?。
 ?。 ?。 ? ?
  ","
  Happy New Year!!!
  "
300468,"
   Happy new year ❤️
  ","
  Happy New Year!!!!
  "
300469,"
   Happy New Year!!
  ","
  may God continue to Bless and Guide you always
  
  Peace Be With you always
  "
300470,"
   followed. back maybe ?
  ","
  #Back
  "
300471,"
   hii
  ","
  hey
  "
300472,"
   #If you were able to Waltz very well , on which song would you waltz ..(!)
  ","

   https://youtu.be/Xyd0E66i9EQ
  






















"
300473,"
   What was the last YouTube video you saw?
  ","

   https://youtu.be/J69HohulOzk
  
























   https://youtu.be/-Ob59hsRaFU
  
























   https://youtu.be/u0iuXeOfmdQ
  
























   https://youtu.be/b1QJ8ijnNxM
  
























   https://youtu.be/tUltrX-ICew
  
























   https://youtu.be/kYvNiKwWvhk
  
























   https://youtu.be/NywWB67Z7zQ
  
























   https://youtu.be/8ELbX5CMomE
  






















"
