,Question,Answer
686592,"
   lol i'll save up some money and buy a nice ol plane ticket haha
  ","
  That sounds way better
  "
686593,"
   Yeah, I'll follow you on Twitter & Thank you Savannah for making my evening.
  ","
  Awh no thank you❤️
  "
686594,"
   I can give a cum shower in ur zp for 2 mins non stop ?
  ","
  Uhm no
  "
686595,"
   how much for you to call me a loser princess, I;d pay to be your money slave :P
  ","
  $500
  "
686596,"
   lol thats like an 18 hour drive boo hahaha
  ","
  Believe me I know I had to drive up with my dad when he moved lol
  "
686597,"
   What could I tell you on? :S
  ","
  Instagram? Twitter?
  "
686598,"
   your very welcome :)
  ","
  So sweet
  "
686599,"
   come out of what
  ","
  The closet?
  "
686600,"
   Could I tell you who I am via snapchat? :S
  ","
  I do not use snapchat
  "
686601,"
   u 20?
  ","
  Yeah
  "
686602,"
   You don't workout? How did you get those abs then?
  ","
  I've always had them haha idk I used to work out alot when I was younger, I'm just lucky I guess now
  "
686603,"
   ahhhhh fuckkk im horney
  ","
  Way to much information
  "
686604,"
   it really would but going to cali would be fun haven't been there in a few years lol
  ","
  Dude mob it , smoke bowls lol
  "
686605,"
   10 inch
  ","
  im sorry how do people come out of that alive.
  "
686606,"
   well you better come visit man it would be rad (:
  ","
  i know!! that'd be fun
  "
686607,"
   All ready have
  ","
  prove
  "
686608,"
   perfect dick size
  ","
  one that does the job right
  "
686609,"
   I'll buy you a planet if I can kiss your feet
  ","
  get purchasing
  "
686610,"
   I just kind of have a crush on you :/ and I'd fight the distance just to be with you.
  ","
  well it sucks that i have no idea who you are
  "
686611,"
   but wouldn't it be funnier for you to humialiate him in real and go shopping with him?
  ","
  that sounds awful
  "
686612,"
   Let me kiss your feet
  ","
  pay for it <3
  "
686613,"
   what about if u sucked him off
  ","
  i have teeth, i might get hungry
  "
686614,"
   To be honest though, you'd be worth the distance :/
  ","
  you're so fucking adorable
  "
686615,"
   Tickles you-
  ","
  do you want to find out what death at an early age feels like?
  "
686616,"
   how old does your money slave have to be? and does he have to live in your area?
  ","
  age doesnt matter and nope
  "
686617,"
   y not big
  ","
  because i like having my vagina small and danty
  "
686618,"
   Where are you ticklish?
  ","
  torso
  "
686619,"
   white or black
  ","
  white
  "
686620,"
   Are you ticklish?
  ","
  very
  "
686621,"
   so i will never ask for your feet
  ","
  but seriously i need a money slave
  "
686622,"
   ????
  ","
  cute
  "
686623,"
   I know u crave cock
  ","
  i do but not yours
  "
686624,"
   Feet pap?
  ","
  nope
  "
686625,"
   It's impossible because of distance, but I wish it wasn't as I'd have loved to have someone like you in my life, you're beyond beautiful.
  ","
  awh, well you're very sweet anyone would be lucky to have you
  "
686626,"
   Washington state yo lol and you my nugget
  ","
  my daddy lives there (: I live in san diego haha
  "
686627,"
   Can I lick your shoes clean? (Video or photo answer preferred)
  ","
  Why
  "
