,Question,Answer
836784,"
   r u married or engaged
  ","
  neither one lol
  "
836785,"
   You’re having lunch with three people you respect and admire.  They all start criticizing a close friend of yours, not knowing she is your friend.  The criticism is distasteful and unjustified.  What do you do?
  ","
  say something
  "
836786,"
   If the average human life span was 40 years, how would you live your life differently?
  ","
  kill people lol
  "
836787,"
   Are you doing what you believe in, or are you settling for what you are doing?
  ","
  settling for what I'm doing
  "
836788,"
   If life is so short, why do we do so many things we don’t like and like so many things we don’t do?
  ","
  because life isn't short
  "
836789,"
   How old would you be if you didn’t know how old you are?
  ","
  lol idk how to answer this
  "
836790,"
   If I asked your best friends your 3 best qualities what would they say?
  ","
  smile , outgoing and attitude
  "
836791,"
   Do you prefer sunrises or sunsets? What do you typically have for breakfast?
  ","
  sunsets and usually nothing
  "
836792,"
   haters dnt phase you
  ","
  lmfao no one bit
  "
836793,"
   Welcome worthless THOT (:
  ","
  lmfao and you think by calling me names like a little bitch will hurt my feelings 
  "
836794,"
   It was more of a fact but okkk if your black ass says so cuz your the smart one ✌️
  ","
  why thank you lmao
  "
836795,"
   Omfg you and your boyfriend are the ugliest people on this planet like holy fuck. No offense lmfao shit black people these days need to go into a tub of chlorine and make themselves a little les black and ugly. Don't even get me started on your son I feel bad for him cause all you care about is sex
  ","
  lmfao was this an insult because it sucked as bad as you do
  "
836796,"
   pap of u and your man
  ","
  
  "
836797,"
   Ur so pretty !!!!
  ","
  thank you ❤️
  "
836798,"
   make a video
  ","
  idk lmao
  "
836799,"
   r u anorexic
  ","
  are you
  "
836800,"
   do u like gay people
  ","
  yeah I love them
  "
836801,"
   You're so gorgeous <3
  ","
  thank you ❤️ but your gorgeous
  "
836802,"
   Moms: when did you start your LO on baby cereal? Mason is currently 2 months old, drinking 5oz.
  ","
  I started my son on cereal at 2 months old
  "
836803,"
   yeah i meant important i thought u didnt want to answer that and thought my quest was stupid lmao. yeah so is love important when u decide to have sex with someone?
  ","
  it plays a huge role
  "
836804,"
   that wasn't me who asked the question but im guessing 'imp' stands for important lol.
  ","
  lol i guess it does I mean they never wrote back
  "
836805,"
   i meant i look fatter than you.. the hell ._.
  ","
  okay lol I'm 110 who cares
  "
836806,"
   dafuq? how can u be 110 pounds?! i'm like 104 pounds and i don't look fatter than!
  ","
  okay ?
  "
836807,"
   how long do u have sex?
  ","
  why does this matter
  "
836808,"
   you've lost weight! how much do u weigh??
  ","
  no I haven't lost weight wth I'm 110
  "
836809,"
   if ur planning to have sex with someone is it imp be in love and just not attraction?
  ","
  what's lmp
  "
836810,"
   is it imp to love someone when u have sex?
  ","
  wait, what
  "
836811,"
   ever been through racist comments in ur surrounding?
  ","
  always but it doesn't bother me lol
  "
836812,"
   omfg u r thin as fck! don't you eat?!
  ","
  wth yes I eat just because I'm skinny doesn't mean I don't eat
  "
836813,"
   ever had a threesome or wanna try?
  ","
  nope
  "
836814,"
   r u making a new account
  ","
  nope I like mine
  "
836815,"
   does ur son have a crib or sleep with u guys
  ","
  he has his own crib
  "
836816,"
   wyd
  ","
  laying on the couch
  "
836817,"
   good morning
  ","
  goodmorning
  "
836818,"
   if you had someone to go and hangout 
who would you pick?
  ","
  nobody
  "
836819,"
   Do other women ever say they wish they had full lips like yours?
  ","
  lol no
  "
836820,"
   how do you use emojis on ask
  ","
  I copy and pasted
  "
836821,"
   Are you left handed or right?
  ","
  left
  "
836822,"
   do u have a/c
  ","
  yeah it's on now
  "
836823,"
   ever have a girlfriend
  ","
  yeah I had many
  "
836824,"
   what time is it
  ","
  12:08am
  "
836825,"
   selfie
  ","
  ehhh
  "
836826,"
   how you describe your self as who you are right now?
  ","
  nice caring person until you fuck with me
  "
836827,"
   thankyou, you're really nice and pretty! Fuck the anons
  ","
  thank you and your welcome ❤️
  "
836828,"
   I don't consider him family. I didn't even know who his mom was until a week ago. It was a long time ago when his mom and my uncle were married
  ","
  I'd make sure first that he's not family related
  "
836829,"
   Thanks, i think he likes that i'm not too girly cuz' i was setting him up with my friend but instead he took it the other way around and asked me to be his gf, he's the most popular guy in the whole college and when he asked my, my heart failed cuz i'm not as popular and I think I'll be shy infront
  ","
  aww just be your self ❤️
  "
836830,"
   Ok, well my friend. Do you think it's weird if we do
  ","
  if he's your friend and NOT family then no
  "
836831,"
   What should I call him then
  ","
  a friend ?
  "
836832,"
   I don't really, I just don't know what else to call him
  ","
  so out of every name out there you call him your cousin ? mhm
  "
836833,"
   I'm 18 and staying at my cousins apartment for a month and I wanna fuck him? He's not my cousin really. His mom was married to my uncle(my uncle isn't his dad) but they got divorced. I know he wants to and I'm so tempted but I don't know if that's wrong? Thoughts?
  ","
  in my opinion I thing it's wrong especially since you call him your 'cousin'
  "
836834,"
   like how to act and how to dress etc, he called me to his house, i'm not the very girly type so i'm confused
  ","
  just act yourself a guy likes a girl who's her self and not somebody else just to impress them
  "
836835,"
   I need to know how to act/dress and stuff, he called me to his house and I'm scared kind of cuz' I've never done this dating thingy and i'm not the very girly type so plz help
  ","
  just dress normal or the way you dress and just be yourself don't act any other way
  "
836836,"
   For how much longer do you think Facebook will be popular for?
  ","
  I honestly can't say and I hope not long
  "
836837,"
   Would you rather be 1inch tall or 100ft tall? Why?
  ","
  1inch tall because then I'll be super short lol
  "
836838,"
   can you give advice for 1st and 2nd date? He's my 1st bf and i'm stressed out
  ","
  what's the question ? you don't know what to do on a date or where to go ?
  "
836839,"
   Can u send followers my way? My ask is so dry.
  ","
  mine is to
  "
836840,"
   piercings
  ","
  yeah, my nose and belly
  "
836841,"
   y did I have sex with the girl
  ","
  because we wanted to lmao it was a long time ago 5 years ago
  "
836842,"
   Do you like high heels?
  ","
  yeah I do
  "
836843,"
   What's your natural hair color?
  ","
  black with some brown in it
  "
836844,"
   is your hair naturally curly
  ","
  yes it is❤️
  "
836845,"
   how old we're u when u had sex with that girl
  ","
  14
  "
836846,"
   did you like it
  ","
  lol yes I did
  "
836847,"
   have u ever kissed or had sex with a girl
  ","
  yeah I did both
  "
836848,"
   Why don't you
  ","
  because I just haven't no special reason
  "
836849,"
   What do you think about it? :)
   
    https://www.youtube.com/watch?v=qgfjSVYUXZ4
   
","
  I don't click on links sorry not sorry
  "
836850,"
   Do you and Toni GGGGG still talk
  ","
  I haven't talked to her in a while
  "
836851,"
   Oh I'm sorry , didn't know anything about it. Your little family is very cute btw ❤️
  ","
  it's okay and thank you
  "
836852,"
   You don't talk to her anymore ?
  ","
  no we don't talk anymore . don't ask why because it really doesn't matter
  "
836853,"
   Does Cheyenne still have an ask ?
  ","
  idk tbt
  "
836854,"
   do u wear makeup
  ","
  nope sometimes eye liner
  "
836855,"
   how tall r u
  ","
  5'4
  "
836856,"
   where's ur son
  ","
  on his way home from his god mothers house
  "
836857,"
   OMG u smoke weed
  ","
  OMG I do
  "
836858,"
   What is the most played song in your music library?
  ","
  I'm a coke boy remix
  "
836859,"
   r u horny
  ","
  wtf goodbye
  "
836860,"
   you have such a baby face
  ","
  lol I get that a lot
  "
