,Question,Answer
305748,"
   Did you ever fall asleep in school?
  ","
  Yes, lots of times actually lol
  "
305749,"
   Who is your most attractive friend?
  ","
  Lol Idk
  "
305750,"
   Do you wear socks in bed?
  ","
  Lol sometimes, depends how tired I am XD
  "
305751,"
   What's the last book you read?
  ","
  The Hunger Games
  "
305752,"
   What did you roll on
  ","
  My bed lol
  "
305753,"
   Ok, how did it go
  ","
  Good
  "
305754,"
   -
  ","
  Did it lol
  "
305755,"
   Do a proper roll now if you can
  ","
  Ok lol
  "
305756,"
   Not a proper roll then lol
  ","
  Lol I could easily do a proper roll, but I wasn't really worried about it being proper at the moment. I was more on the side of getting my sister to knock it off XD
  "
305757,"
   Did you finish it standing
  ","
  No lol
  "
305758,"
   When did you last do a roll
  ","
  Earlier today when my little sister was being annoying, and I was too bored and lazy to walk over to her lol
  "
305759,"
   How many people do you think you've met in your life?
  ","
  More than I can remember lol
  "
305760,"
   Think it would work doing rolls like the ice bucket challenge and film the roll then nominate others to do it
  ","
  Yeah, most definitely, people are always willing to do fun stuff for good causes
  "
305761,"
   Are cats or dogs smarter?
  ","
  Idk lol
  "
305762,"
   How long does it take to really 'know' someone?
  ","
  Honestly it depends
  "
305763,"
   Are you afraid of the dark?
  ","
  Nope
  "
305764,"
   How often do you buy things via the Internet?
  ","
  Not very often
  "
305765,"
   Why is it an entertaining way to raise money
  ","
  Because it's doing forward rolls to raise money for a disease lol
  "
305766,"
   Is it ethical to eat meat?
  ","
  Ummm Idk
  "
305767,"
   Are you afraid of people?
  ","
  No lol
  "
305768,"
   Is shopping a form of entertainment for you?
  ","
  No, not really lol
  "
305769,"
   Who was your idol when you were growing up?
  ","
  I didn't really have one tbh
  "
305770,"
   Why would you somersault for that
  ","
  Cuz it's for a good cause and plus it's a very entertaining way to raise money lol
  "
305771,"
   A forward roll is a somersault
  ","
  Then yes
  "
305772,"
   How can you tell that someone is lying?
  ","
  It's really easy for me. I'm like one of those types of people that can see through any lies
  "
305773,"
   What’s the first thing you’d do if you were the opposite sex for one day?
  ","
  Probably go see a doctor lol cuz that's just weird
  "
305774,"
   To raise money/awareness for Multiple Sclerosis would you do a forward roll?
  ","
  What's a forward roll?
  "
305775,"
   What's your favorite slang word?
  ","
  Idk lol
  "
305776,"
   What is the weirdest thing you've heard somebody say?
  ","
  Lol Idk man I have really bad hearing, so I hear a lot of weird things
  "
305777,"
   What do you do to entertain yourself?
  ","
  So many weird things lol
  "
305778,"
   Best music service? Pandora, Soundcloud or Spotify?
  ","
  Pandora
  "
305779,"
   What could you do as a child that you can't do now?
  ","
  Lol nothing that I can think of
  "
305780,"
   What are your plans for tomorrow?
  ","
  Hopefully sleep cuz I'm sick
  "
305781,"
   What’s in your pockets?
  ","
  Nothing lol
  "
305782,"
   What causes you to panic?
  ","
  Lots of things lol
  "
305783,"
   Whom do you really love?
  ","
  I honestly don't know
  "
305784,"
   Do you like Coke or Pepsi? Why?
  ","
  Pepsi cuz it has more of an interesting flavor to it
  "
305785,"
   How do you like to start your morning?
  ","
  Usually by getting everybody else up
  "
305786,"
   What was the worst age you’ve had so far?
  ","
  Probably about like 12
  "
305787,"
   What is your mission?
  ","
  To show people it's ok to be themselves, protect my friends and family, and inspire people to do better things in the world
  "
305788,"
   If there is one thing that you could change about the past, what would that be?
  ","
  Probably nothing cuz honestly it seems really dangerous
  "
305789,"
   What color do you wear most frequently?
  ","
  Grey and black
  "
305790,"
   What time do you normally wake up?
  ","
  I usually get up really early to take care of my family, so I'd say about like 6:30-7:00 am
  "
305791,"
   What vegetable do you hate?
  ","
  Canned spinach I hate how slimy it is
  "
305792,"
   How often do you go to parties?
  ","
  Not very often, If I d go to one I'm probably just picking up one of my friends
  "
305793,"
   Rate your dancing skills from 1 (worst) to 10 (best)
  ","
  Lol tbh I'm around like an 8 or 9
  "
305794,"
   What did you dream about last night?
  ","
  I had a dream that a masked person was trying to take control of my little sibling's school, so I had to like rescue them and protect them
  "
305795,"
   What sort of things would you do to amuse yourself during a car journey?
  ","
  I'm a pain in the ass really, if I'm not reading a book, I'll crack bad jokes, make annoying noises, and I'll talk about like random things lol
  "
305796,"
   Do you make decisions spontaneously or chart out a plan first?
  ","
  Spontaneously
  "
305797,"
   What perfume are you wearing today?
  ","
  I wore this really good one that smelt like coconut mixed with vanilla, but I only had it on cuz my little sis, and I got into a perfume fight lol
  "
305798,"
   Where is the coldest place you have ever been and what was the temperature?
  ","
  Alaska and the coldest was like -20 and even then I walked in yoga pants and a thin sweater cuz it didn't really feel that cold
  "
305799,"
   Do you believe that playing is more important than winning?
  ","
  Yeah tbh it's all about the fun not the competition
  "
305800,"
   Why aren't you dating anybody right now?
  ","
  1. Nobody has asked me out. 2. I don't really know if I want to date but whatever happens, happens. 3. You guys shouldn't really worry about my love life cuz it's my personal life lol.
  "
305801,"
   What's the thing you say the most?
  ","
  I don't like people lol
  "
305802,"
   What was the last argument you had?
  ","
  Which type of cookies are the best
  "
305803,"
   What was the last 'nice' thing you did for yourself?
  ","
  In December I got a massage it was awesome
  "
305804,"
   If you could go on a roadtrip with any person, who would you choose and where would you go?
  ","
  I honestly think it would be fun to go on a trip with my best friend Sierra. Her, and I are always laughing at each other and cracking jokes, so I think it would be so much fun
  "
305805,"
   What do you do when you have insomnia?
  ","
  I write songs, or just like go on Twitter and crack some jokes
  "
305806,"
   How long have you lived in your current home?
  ","
  About 1 month
  "
305807,"
   When was the last time you hugged someone?
  ","
  Earlier today I held the door open for an old lady, and she gave me a hug
  "
305808,"
   How much of a shopper are you?
  ","
  I'm like the type that wants to just get it done fast. I don't like shopping
  "
305809,"
   What made you happy today?
  ","
  Lol today at the book store there was this girl who was glaring at me cuz her bf kept checking me out, and I was just making funny faces at her it was awesome
  "
305810,"
   When you are in trouble, whom do you call for help?
  ","
  One of my boys
  "
305811,"
   What music are you listening to right now?
  ","
  Go to Work by Kalin & Myles
  "
305812,"
   What kind of things are you interested in?
  ","
  Idk man there's so many opportunities that I have open for me. It's crazy how many people are basically begging to have me in their classes and put up with me. I'm truly blessed
  "
305813,"
   If you had to give someone lessons, what skill would you teach?
  ","
  Dance or singing
  "
305814,"
   Do you believe in horoscopes?
  ","
  Yes but only the accurate ones
  "
305815,"
   Are you the type of person with lots of friends or just a few close ones?
  ","
  A little bit of both.
  "
305816,"
   Who is the cruelest person in history?
  ","
  Idk man there's so many
  "
305817,"
   What kind of surprises do you like?
  ","
  It honestly depends. If it's like a beautiful scenery, then I'm down for it. If it's like a surprise party for me then I'm not really down for it cuz every time it scares the shit out of me lol
  "
305818,"
   How important is money to you?
  ","
  Not very
  "
305819,"
   Who is the most flawless women alive?
  ","
  Every girl/ lady that reads this
  "
305820,"
   Is it possible to justify a murder?
  ","
  Yes
  "
305821,"
   What is your goal for the next 24 hours?
  ","
  Well I have a very easy day tomorrow, but I hope to stop by the book store tomorrow
  "
305822,"
   How often do you drink coffee?
  ","
  Every once in a while. Depends on if I feel up to making it or not lol
  "
305823,"
   What's your favorite thing to eat for lunch?
  ","
  Food
  "
305824,"
   What associations do you have with the word ""circus""?
  ","
  What? Lol
  "
305825,"
   What if you couldn't do either of those?
  ","
  Then I'd either work with animals, or be a YouTuber
  "
305826,"
   What would you be doing if you couldn't sing?
  ","
  I would probably be a dancer, or a fighter
  "
305827,"
   Why are you still friends with people after you guys break up?
  ","
  Cuz I'm someone who doesn't give a shit and anyways more damage would be done if I held a grudge against them instead of getting over them and being friends again. Yes that means I even forgave the abusive ones, but that doesn't mean I'll go back to them, it means we've moved on. See this is another reason why I'm so anti-social cuz everybody seems to judge me every second of the day. This is my life, and nobody runs it except me.
  "
305828,"
   Have you ever dated one of your best friends before?
  ","
  Yeah I have, but it didn't work out. We're still friends though.
  "
305829,"
   Do you ever hang out with any straight guys?
  ","
  Yes actually I do. I hang out with a lot of straight people. I don't really say that cuz..... Well idk lol
  "
305830,"
   Is it like because of your past relationships that you were talking about yesterday?
  ","
  No, it's because of something else. Like I said before I don't want to talk about it.
  "
305831,"
   What do you mean ""for other reasons?""
  ","
  I don't really like to talk about it
  "
305832,"
   Do you have to wear padding for your fights?
  ","
  Yes but only around my stomach and ribs cuz they're already super sensitive for other reasons but other than that no
  "
305833,"
   What's your schedule like next week?
  ","
  Well I have 4 fights Monday 5 on Tuesday 4 Wednesday and 2 Thursday. Friday I have to be in the studio cuz I have a meeting with the crew. The the week after I have off
  "
305834,"
   How did you meet your managers?
  ","
  Well Tommy is Leon's Uncle, and Jim has been teaching me how to fight since I was really little. He used to be married to my daycare lady, and he would always teach us how to fight. Eventually he saw how good I was getting, and I signed him to being my fighting manager.
  "
305835,"
   Would you rather be rich and famous or poor and happy?
  ","
  Poor and happy
  "
305836,"
   -
  ","
  I'm taking over my sister's Let today, so you can ask me questions on here, and on there. Her Let is
  
   @Ninjawarrior9
  
"
305837,"
   Dude
  ","
  Bro
  "
305838,"
   .
  ","
  Another thing that people don't know about me is the way I work during a fight is one of the most deadliest ways to fight. I black out fight meaning that I will black out, but I will still fight. I'm extremely strong at that moment, and I'm not somebody that you would ever want to fight. I got this from my grandpa who was also a fighter, but I'm a lot like him cuz he was always afraid of not being able to control himself, as am I. I realized I need to tell more people this because there are a lot of idiots out there, and I don't want to lose control and seriously hurt anybody. Like I said before I'm not someone that people should be messing with at all.
  "
305839,"
   if i pinned you down on the ground so you couldn't move your arms or legs, how would you escape?
  ","
  Head butt duh
  "
305840,"
   What is your favorite magazine?
  ","
  They're all shit, so I don't even bother with them
  "
305841,"
   Sammy said you guys were dating.....
  ","
  That was my idiot Manager. Him and I have been having a prank war.
  "
305842,"
   Are you dating Sammy??
  ","
  NO WE ARE BEST FRIENDS AND HE IS GAY
  "
305843,"
   I heard you're dating Sam is that true?
  ","
  No!!
  "
305844,"
   Dude you and Sammy make such a cute couple!!
  ","
  We aren't dating
  "
305845,"
   Awe you and Sammy are so cute!!
  ","
  We aren't dating back lol
  "
305846,"
   What would you do if you found out that a bunch of people fell I love with you, and it's to the point where you're afraid to date someone because you don't want to hurt anyone?
  ","
  In all honesty I really don't know
  "
305847,"
   -
  ","
  Guys ask me something I'm here for any advice you guys need.
  "
305848,"
   Ok thanks!!!
  ","
  No problem :)
  "
305849,"
   But what if they don't want to go back?
  ","
  Then you should go back to how things were before. If they like you that much, then you can get them to go back to when it was easy.
  "
305850,"
   I mean so many innocent people aren't very innocent anymore because of me
  ","
  Then tell them the opposite. Like try to show them that they can go back to the same old life before you said anything.
  "
305851,"
   Cuz I feel like I've screwed up a lot of people by saying stupid things
  ","
  Like what do you mean by that?
  "
305852,"
   I'm worried
  ","
  Why?
  "
305853,"
   If you could choose a special talent, what would you pick?
  ","
  Drawing
  "
305854,"
   How did you come up with your username?
  ","
  Easy my friends always would call me mrs. Tomlinson, but I had to put a 6 there for me to be able have the username I wanted
  "
305855,"
   When you looked at yourself in the mirror today, what was the first thing you thought?
  ","
  Lol I have an Afro
  "
305856,"
   What was your favorite TV show when you were a kid?
  ","
  Blue's Clues I had a thinking chair and a giant stuffed dog that looked like Blue
  "
305857,"
   What is your favorite type of flower?
  ","
  I love roses and bleeding hearts
  "
305858,"
   Who knows the most about you?
  ","
  My friends
  "
305859,"
   What image do you have as your desktop background?
  ","
  I don't have a laptop, but I have big news I might be getting one next month or the month after. I'll no longer be using twitcasting, but I will be using twitcam.
  "
305860,"
   What was the last thing you ate?
  ","
  Pizza
  "
305861,"
   Will you watch the Oscars?
  ","
  Probably not award shows bore me
  "
305862,"
   Look in the mirror. What do you see?
  ","
  Myself
  "
305863,"
   Would you prefer a party with a few friends or lots of friends?
  ","
  A few
  "
305864,"
   Love or Hate?
  ","
  Love
  "
