,Question,Answer
278928,"
   So, Derrick, are you ready to reveal some spoilers/anything?
  ","
  Nope!
  "
278929,"
   How will the present-Cooper be? Like AF or like UA?
  ","
  He won't be.
  "
278930,"
   how are you derek :)
  ","
  Not super happy when people can't even spell my name right.
  "
278931,"
   I think the same question applies to David Kaye too. Is he really that good or some of his voices are filtered (e.g. Deefus and Skurd)?
  ","
  When you have a hero that turns into 60 or 70 or whatever other characters, you need a very versatile cast. David is amazingly multitalented.
  "
278932,"
   Why are you so based?
  ","
  What?
  "
278933,"
   If you could voice a character in Omniverse, who would you voice?
  ","
  I'd like to play the mayor of Bellwood when Argit runs against him.
  "
278934,"
   What color is Skrud U think? Lime? Green? I must know ;^;
  ","
  Slime green.
  "
278935,"
   So wait? Ben 10k Returns WASNT the conceptual seed of the Omniverse Time/Multiverse stuff? Then what was?
  ","
  No, of course not. We just wanted to do alternate Bens. It's that simple.
  "
278936,"
   I know you did some work for TMNT like the kraang human suits and metalhead, also some concept art for Rahzar the wolf dude and Wingnut and Screwloose. Are there any other characters you've made concept art of or were those the only characters you did art and design for?
  ","
  I did a Leatherhead, maybe a couple others, It's hard to remember.
  "
278937,"
   Will Ben transform into an Highbreed? (Is this a better question? :D)
  ","
  No. Terrible. You can know the answer to this with a simple guess. And it was already stated a million years ago that we weren't adding any new transformations after a certain point.
  "
278938,"
   If I asked a question, how long does it take for you to read and reply to most questions? Do you have a back log of questions that takes time to get to?
  ","
  I answer questions in my own time. I usually have a huge backlog of questions, but once it gets too big I just delete everything.
  "
278939,"
   Who voices Skurd?
  ","
  David Kaye.
  "
278940,"
   It's not too scary at the boneyard, besides I gotta get away from these friggin ponies dude. At least the dead ones dont friggin bother me......or anyone that matter.
  ","
  I need to get away from aliens in a watch. I'm thinking robots or turtles is the way to go.
  "
278941,"
   I'm really curious what happened to Jarret. Did he survive the fight?
  ","
  He's probably fine.
  "
278942,"
   Things just got a whole lot interesting with skurd hanging around. Good episode.
  ","
  Yes, and he will play into the time war as well.
  "
278943,"
   That sounds like a good deal.
  ","
  Good!
  "
278944,"
   Is Kenny Tennyson 11 in Omniverse?
  ","
  No.
  "
278945,"
   Let's make a deal, if I don't ask stupid questions like ""Will Jetray appear in Omniverse?"", will you answer my  official art questions?
  ","
  How about, you don't ask annoying questions, and I won't block you?
  "
278946,"
   Yo dude, you wanna go hang out at the pony boneyard?
  ","
  I don't like the sound of that at all.
  "
278947,"
   Do you think it would be okay for me to start Transformers with the Animated series? Does it have any prequels/sequels I should watch before/after?
  ","
  Animated is it's own thing, you can watch it first. There are a lot of homages to previous series, but you can look them up on the TFWiki.
  "
278948,"
   Hello Mr. Wyatt! OV has brought Argit onto my faves list and I know he's one of your favorites, so I was wondering- Do you have any Argit trivia you'd like to share with us unwashed masses?
  ","
  He has an exciting future ahead!
  "
278949,"
   Okay the ratchet dude does not know where pinkie is, he made that clear enough. Eh doesnt matter anyways turns out fluttershy took it too buy whatever, she gave that bunny of hers as reimbursement.
  ","
  He's such a liar...
  "
278950,"
   I want to ask something about Eric Bauza. Is he really that versatile or he has a few of his voices tweaked by computers?
  ","
  We filter some of the voices, but he is just genuinely that good.
  "
278951,"
   I'm pretty sure that making people step on Legos was deemed to be unnecessarily cruel and was banned by the Galactic Geneva Convention. Ben will probably need to appear in intergalactic court again after that.
  ","
  You may be right.
  "
278952,"
   Gosh! Skurd is the adorable dodger :3, and powers which he gives Omnitrix's so awesome :D
  ","
  Good, good!
  "
278953,"
   Why don't you answer me?
  ","
  Ask better questions.
  "
278954,"
   After seeing the episode I'm curious, what was the concept that Bandai asked for that produced Skurd? What did they ask for?
  ","
  Something that would affect the Omnitrix in a way that would allow one alien form use the abilities of another.
  "
278955,"
   You do realize that even if Omniverse ends, you'll still probably going to be getting Ben 10 questions, right?
  ","
  Do you realize that I have a handy block button, built in to every single question?
  "
278956,"
   Is Khyber gonna turn into a alien/Tyrannopede hybrid like how Phil turned into a human/Terroranchula hybrid?
  ","
  No.
  "
278957,"
   I loved ""From Hedorium to Eternity"" It reminded me a bit when I was little and I hung out with my cousins and my friends and we were playing all the day :3 Thanks for that episode! 
PS: Lucy and Jonesy ❤
  ","
  Yeah, that episode felt really different to me, very fun. It has a kind of Goonies/Monster Squad type vibe.
  "
278958,"
   Can you show us  Atasian's in Omniverse official art?
  ","
  Who?
  "
278959,"
   Alright Mr. Wyatt, legitimate question in the last two weeks. Steve Blum played Heatblast in the first series of Ben 10, as well as Vilgax and Zs'skayr. He came back to play Vilgax and Zs'skayr so did he either not want to play Heatblast or had David Kaye already been cast before he came on board?
  ","
  We didn't have Mr. Blum in until arc 2.
  "
278960,"
   What character did you enjoy designing most on Omniverse?
  ","
  I always liked doing civilian characters based on Ben's watch aliens best.
  "
278961,"
   ...Whatever.
  ","
  Exactly.
  "
278962,"
   Pesky Dust + Hummungosaur? (the omnitrix failed again xD)
Terraspin+Gutrot?
  ","
  Peskmungodust, Gutspin
  "
278963,"

    http://ask.fm/DerrickJWyatt/answer/121338689396
   
   You that 13 years from now, after June has been expanded and you've long since forgotten this message, someone's going to pop out of nowhere and ask you where it's at, right? Someone always does.
  ","
  Dammit.
  "
278964,"

    http://ask.fm/DerrickJWyatt/answer/121339313012
   
   my apologies my art friend dude. im sure u got lots of questions too get through.
  ","
  Yes! I have enough to delete already! It's going to take me til New Years.
  "
278965,"
   I feel bad for asking this but all my friends are telling me to because they don't want to. Ultimate Articguana official artwork? Because, you know. That's definitely necessary. :P
  ","
  You should feel bad!
  "
278966,"
   Are Cannonbolt's species extinct?
  ","
  Unknown.
  "
278967,"
   Oh yea also wanted too say, Ghostfreak and Jury Rigg fusion, JuryFreak.
  ","
  Don't you start! I have enough of these as it is.
  "
278968,"
   Spoiler alert turns out Maltruant was trying too stop something horrible from happening. He was trying too stop the writers of star wars from making Midichlorian!!
  ","
  Well then he would be a hero..
  "
278969,"
   Heatblast+Atomix=?
  ","
  HeatMix.
  "
278970,"
   If you're handing out artwork, you should give us a picture of Murk Upchuck. All of the wiki pictures of him suck.
  ","
  Okay, I'm not.
  "
278971,"

    http://ask.fm/DerrickJWyatt/answer/121339127412
   
   Fish? I aint got no fish just.....rotten bacon for some reason.
  ","
  I guess it's worth a try!
  "
278972,"
   Why is Maltruant a Black Chronosapien? Do Chronosapiens come in different colors?
  ","
  Please don't ask stupid questions.
  "
278973,"
   albedo is apper again?
  ","
  I hope not! I don't even know what that is!
  "
278974,"
   Is there anything else you can tell about the Time War or any other upcoming episodes like A New Dawn or End of an Era?
  ","
  Well, they are episodes, and they are all a little over 20 minutes long. OH! there will be credits at the end (possibly wrong).
  "
278975,"
   Does Maltruant know he's evil or is he one of those villains who think they're doing the right thing?
  ","
  I don't know if he cares about good and evil. He just thinks he's right.
  "
278976,"
   Will Kundo returns, to seek revenge against Ben and Rook?
  ","
  He might.
  "
278977,"
   That ratchet dude didnt know nothin about where pinkie is
  ","
  He's such a liar. You could try bribing him with some fresh fish!
  "
278978,"
   Why are people asking questions about the Skurd when they can just wait 8 hours?
  ","
  Because Ben 10 fans.
  "
278979,"
   Who is your favourite alien to draw?
  ","
  Swindle.
  "
278980,"
   Do you have any species or homeworld information about Ball Weevil or Kickin Hawk? :?
  ","
  I think so, but I don't have it.
  "
278981,"
   Any chance you would show us Decagon's design if you ever do it?
  ","
  If!
  "
278982,"
   What is Chrono Spanner's role in the Time War?
  ","
  He travels through time and fights stuff.
  "
278983,"
   who was the art director for UAF?
  ","
  They didn't technically have an art director position. Glenn Wong and Glen Murakami oversaw the artwork.
  "
278984,"
   Will you give us any info on Skurd?
  ","
  Nope!
  "
278985,"
   How do Celestalsapien eat when they have no mouths? What do they even eat anyway?
  ","
  Star-stuff.
  "
278986,"
   When will you start revealing species' names?
  ","
  June 34th, 2027.
  "
278987,"
   Does Celestialsapiens need to eat?
  ","
  Well, they need to take in sustenance, yes.
  "
278988,"
   Will we ever see Kevin 23?
  ","
  I think he works at Mr Gyro.
  "
278989,"
   Who designed Blitzwolfer and Snare-Oh in Omniverse?
  ","
  Uhhhh... Steven Choi designed BW, I believe Chap Yaep designed Snare-Oh based on my roughs.
  "
278990,"
   you think they should end  ben 10 or continue with a 5th series?
  ","
  I think when they want you to know, they will tell you.
  "
278991,"
   How can Upgrade 23 merge with Clockwork? I thought he was organic not mechanic.
  ","
  Well stop thinking wrong stuff!
  "
278992,"
   Will the soundtrack for the show released? Beacause it sounds awesome.
  ","
  I doubt it, they seldom are.
  "
278993,"
   Can you show us ultimate whampire official art?
  ","
  >:/
  "
278994,"
   so ben has a vreedle alien... should that be added to the wiki?
  ","
  Pfft. I'm the wrong guy to ask that.
  "
278995,"
   Oops, meant to say ""our"" on the last one. Was rather confused on how to word that :P ""Their"" was meant to include me as part of that community.
  ","
  Alright then.
  "
278996,"
   Does Ben 23's Clockwork (Windy Hiney) resemble young Ben's clockwork from Ben Again?
  ","
  Yes.
  "
278997,"
   Thanks for making Clockwork a lot cooler in Omniverse. Whenever he appeared in UAF he seemed like he wasn't used to his full potential.
  ","
  Okay.
  "
278998,"
   Is there a Hobble 23? If there is whats he like?
  ","
  Probably. Maybe he becomes Ben's alien partner later on.
  "
278999,"
   Will Gil Steptoe speak in any of the episodes?
  ","
  I don't think so. But I can't remember.
  "
279000,"
   did you have the same level of creative control on previous shows you worked on as you do on ben 10 omniverse.
  ","
  Some.
  "
279001,"
   Does Paradox ever try saving Eon from himself, or is Eon too far gone?
  ","
  Maybe at the end of time?
  "
279002,"
   Any chance you would design Decagon Vreedle just for the fun of it?
  ","
  Sure, if I seems fun.
  "
279003,"
   Where is Gutrot's species from?
  ","
  Space!
  "
279004,"
   So why did you guys working on Omniverse decide to turn Zs'Skayr's skull right side up? Was it because it wasn't appropriate for a kids-targetted show?
  ","
  Because it looks better right side up.
  "
279005,"
   Upchuck+Gutrot=? (That would look interesting!)
  ","
  Gutchuck.
  "
279006,"
   I read one of the guys from Car Talk passed away!! Poor guy...
  ","
  Yeah, Tom passed. Very sad.
  "
279007,"
   Mr. Wyatt, what happened to BenAnodite?
  ","
  Gross!
  "
279008,"
   What do you thing about a Diamondhead-Frankenstrike fusion?
  ","
  Frankenhead.
  "
279009,"
   Would you think Ultimate Alien X would be like?
  ","
  Six horns.
  "
279010,"
   Will we see any new Ultimate aliens before the series is over?
  ","
  Rath.
  "
279011,"
   Would you be willing to have said pizza thrown at you randomly? ;)
  ","
  NOOOOO
  "
279012,"

    http://ask.fm/DerrickJWyatt/answer/121337012596
   
   Dude can I have a slice, pinkie stole my cash man.
  ","
  Sure.
  "
279013,"
   so you very happy omniverse will be done next week so we can stop bothering you about ben 10?
  ","
  Yep!
  "
279014,"
   What would an Upgrade-Upchuck fusion be called?
  ","
  UpUp, or ChuckGrade.
  "
279015,"
   if you order a pizza, what kind?
  ","
  Mushrooms.
  "
279016,"

    http://ask.fm/DerrickJWyatt/answer/121336115828
   
   thanks man. friggin pinkie dude friggin pinkie.
  ","
  Friggin Ratchet, dude!
  "
279017,"
   Can you reveal anything? I don't care if it's official art, or something that we don't know.
  ","
  I can reveal that I am considering ordering a pizza.
  "
279018,"
   so what you going to do after you guys are done with ben 10 omniverse?
  ","
  Secret stuff.
  "
279019,"
   Does every alien have Ultimate form or just a certain amount?
  ","
  It's whatever Albedo wants it to be.
  "
279020,"
   I mean, is Alien x more power than Atomic X?
  ","
  Come on man, use your head a minute.
  "
279021,"
   Any other new guest star voices that'll be in omniverse before the end ?
  ","
  Tom Kenny and Charles Phoenix!
  "
279022,"
   When Servantis said he reconnected the Amalgams' psychic link to their team leader, was he referring to himself or Kevin? It sounds like he meant himself, but Kevin was the designated team leader, wasn't he?
  ","
  Kevin. They were activated through Kevin.
  "
279023,"
   So based on the question you answered to SubZero309, Alien X has more power tan Atomic X
  ","
  ... What..?
  "
279024,"
   What you make members of Toepick's species look like? Like how you do with other aliens species that Ben has in the Omnitrix
  ","
  They are rarely seen.
  "
279025,"
   why did every alien from alien force appear but jetray?
  ","
  Because.
  "
279026,"
   Did the omniverse staff have full access to the OS production notes and series bible for reference, or were they lost at some point in the past decade?
  ","
  Nope.
  "
279027,"
   is uprigg gonna appear
  ","
  What, you think we did it just for kicks?
  "
279028,"
   could we see some concept art for already shown Biomnitrix aliens?
  ","
  You have to ask Perkins for those.
  "
279029,"
   Hey Derrick join the dark side it's awesome, we have Alec Baldwin. The light side has steven Baldwin, they might as well not have a Baldwin.
  ","
  Okay.
  "
279030,"
   I wonder how Myaxx looks like in Omniverse. That is, if she reappears.
  ","
  078, if she made the cut.
  "
279031,"
   Is Atomic X omnipotent? Because some of my friends said that Atomix limits his powers.
  ","
  He does have limits. But they are very very high up.
  "
279032,"
   what can bigchuck do
  ","
  Dance like a maniac.
  "
279033,"
   Does Ultimate Rath do anything Rath can't?
  ","
  He can slice four things at a time instead of two.
  "
279034,"
   You have cool initials. Go buy a club, and force all the cool kids to call you DJ Wyatt.
  ","
  Okay.
  "
279035,"
   Is it weird that I like Ben 23's names more than most of Prime Ben's? (Sorry if I'm asking too many questions xD)
  ","
  It could mean you're a bit of a goof ball.
  "
279036,"
   Ok. So when will we see Kevin 11,000 again?
  ","
  In the future, obviously.
  "
279037,"
   So what ever happened too Jonesy anyways
  ","
  Well, we'll never find out now!
  "
279038,"
   Can you show us Dino-Mighty's official art?
  ","
  QUESTIONS! Not a billion model requests!
  "
279039,"
   Does the medic really just pull people out of the river when they have acid burns all over them? Or does he work for someone?
  ","
  He's a freelance medic. He works for whoever hires him. He takes Taydens or Obamacare as payment.
  "
279040,"
   Why do so many people ask for Official Artwork of Aliens? Is it because Omniverse is ending soon or something???
  ","
  Yep! Everything must go! Get your questions in for the last two weeks!
  "
279041,"
   Was there time to give Robo-Kundo another appearance in the last stretch of episodes, or did he just end up as a one-shot?
  ","
  Maybe.
  "
279042,"
   Is the egg-like Medic this Medic's assistant
   
    http://img3.wikia.nocookie.net/__cb20141018105700/ben10/images/2/26/Medic.png
   
   ?
  ","
  Only if by assistance you mean legs.
  "
279043,"
   How did the concept of Gutrot appear? Were people just one day talking in the office about an alien that can create almost any gas?
  ","
  Yes, we decided we wanted to do a gas powered alien.
  "
279044,"
   Mr. Derrick, From Hedorium to Eternity was amazing! I was fanboying so much because of the ectonurites! Who designed the ectonurites?
  ","
  Dou did all those, if you'll notice most are all new designs. I thought the civilians we had designed for Anur Transyl weren't feral enough for this story.
  "
279045,"
   Can you show us some more official art?
  ","
  You're greedy.
  "
279046,"
   Will we ever see Nega Ben again?
  ","
  Only in dreams!
  "
279047,"
   Why you ignore my question?
  ","
  It was probably something I didn't want to answer, duh.
  "
279048,"
   Do you have another Biomnitrix Alien concept you want us to see?
  ","
  No, I'm going to save the few that are left. Some things should debut in the show!
  "
279049,"
   Maltruant appears to be diet buddies with Straxus.
  ","
  You're a fataphobe, talking ambulance!
  "
279050,"
   Can you answer my questions please? :(
  ","
  Ask a good one!
  "
279051,"

    http://ask.fm/DerrickJWyatt/answer/121334360948
   
   well I guess I gotta go tell the friggin weirdo the news, wish me luck dude. God I seriously need some guy friends.
  ","
  Go make some friends.
  "
279052,"
   Did you design Verdona's Omniverse appearance?
  ","
  That was Shakeh Haghnazarian's design.
  "
279053,"
   Did you ever do any concept sketches for Ultimate Cannonbolt? I remember you said you guys were considering putting him at the show at some point.
  ","
  I thought I did, but I can't find any anymore.
  "
279054,"

    http://ask.fm/DerrickJWyatt/answer/121333840244
   
   oh ok, well pinkie pie isn't exactly gonna take this well.
  ","
  She can go hang out with them.
  "
279055,"
   If there is an alternate ben who has no omnitrix, and there is a ben who has the omnitrix, is there an alternate ben that created his universes omnitrix?
  ","
  Anything is possible, I suppose.
  "
279056,"
   HAHA! I get it! The designs for Thaddeus J. Collins is brilliant! Every little detail fits! You truly are a genius Mr. Wyatt worthy of your Galvan name!
  ","
  Well, I like what I like I guess!
  "
279057,"
   Yo Derrick dude how's it going, im hanging out with the pink weirdo and the rainbow jerk right now. They and myself included wanna know if Phil Lamarr will be back too voice any other character in omniverse.
  ","
  Wow, quite a colorful entourage... I don't remember Phil returning after Hedorium.
  "
279058,"

    http://ask.fm/BeesSari/answer/121520108462
   
   They're coming at me now.  :(
  ","
  Oh, thank god! I'm going to send you all my Ben 10 questions too!
  "
279059,"
   I have a question Mr. Wyatt sir. Would it be alright with you if I sent word of your praise, once everyday, to this locale?
  ","
  No, please don't.
  "
279060,"
   I think Habidash is my spirit alien.
  ","
  You must really like cleaning.
  "
279061,"
   Who had the idea to add internet memes such as ""I see what you did there"" and ""Can I haz a cheezburger?"" It's not that they're annoying- They're really cute when they come up, I'm just wondering.
  ","
  I don't remember, sorry.
  "
279062,"
   *Still singing.*  The snow is turning read... Look out at all the dead... You're the only one alive... Till we step on your head!  Oh!  Jingle Bells!  Straxus smells!  The Wyatt drew more art!  Unicron killed Cybertron... With a giant fart!  Hey!  TRAMPLETRAMPLETRAMPLE!
  ","
  Ratchet! Your witnesses are getting out of control! Order in the court!
  "
279063,"
   Halloween is over.  Let the music commence:  *Starts singing to the tune of Jingle Bells.*  Dashing through the snow... In a stampede of rhinos... Charging over hills... And stepping on your toes... ... ... ...
  ","
  You forgot Thanksgiving!
  "
279064,"
   With Ask.fm changing it's Terms of Use, we might not have the chance to do this anymore because they added ""trolling"" to the list.  So... TRAMPLETRAMPLETRAMPLE!
  ","
  Where did that infinite number of poachers go!?!
  "
279065,"
   Did Kevin and Argit get out of the Null Void together?
  ","
  Ultimately, yes.
  "
279066,"
   Mr Wyatt did you see the new Teenage Mutant Ninja Turtles did you like it?
  ","
  Yes, but I've only seen the first season so far. I need to catch up.
  "
279067,"
   Thanks for making me so interesting on the show
  ","
  You're welcome.
  "
279068,"
   I'm excited for Stuck on You. Surely Skurd will provide many doorways into new and interesting plotlines and character arcs that would be otherwise impossible without his presence, as well as raising many thought-provoking questions about the nature of humanity.
  ","
  Well, it was certainly an interesting curve ball they threw us at the last minute. I think he came out alright, I like his how his personality clashes with Ben.
  "
