,Question,Answer
53640,"
   Would You Rather Be 100% Confident In Who You Are, Or Be 100% Confident That You’re With The Right Person?
  ","
  You should definitely figure yourself out before finding somebody else. You got to make sure you can take care of yourself so you can  then take care of someone else..
  
  I think you should have as much confidence in yourself and the most that you can get. Definitely.
  "
53641,"
   What historical event can accurately be referred to as a “bruh moment”?
  ","
  With me? Or history? Like world written down type history?
  "
53642,"
   The object that's on your right side will save the world. What is it? ?
  ","
  My pitbull G ?
  "
53643,"
   Do you enjoy shopping for clothes and dislike shopping for groceries?
  ","
  They are both ok
  "
53644,"
   Good answer
  ","
  ??Thanks
  "
53645,"
   Mine pink panther and tom and jerry
  ","
  Tom and Jerry was good!
  
  Have you ever heard of Courage the Cowardly Dog or Cyberchase? Kim Possible?
  "
53646,"
   That's awesome
  ","
  Yee
  "
53647,"
   So what's the plan for Sunday?
  ","
  Rest. ?
  "
53648,"
   ❤️❤️
  ","
  ?
  "
53649,"
   Have you heard about flakka drug? I am afraid of that drug, it is a zombie drug!
  ","
  Idk. I don't pay attention to amy of them. I just try to promote not to use any. No good for us.
  "
53650,"
   Woah, you are too strong
  ","
  Haha
  "
53651,"
   This is so damn true... And it hurts
  ","
  100%
  
  Like I am friendly to amy human and animal on this planet. There is no reason to be ugly to me unless you are bored. Or you want to just be. Or they wanna take their anger out.
  
  I know one things for sure. They can move on with that. Cause I ain't got no time for that. 100% Don't deserve it. None of us do.
  "
53652,"
   Lmao
  ","
  ?
  "
53653,"
   Same here?
  ","
  ? ikr?
  "
53654,"
   If you were given a device that could show you everyone who has ever had a crush on you without your knowledge, would you use it?
  ","
  Nah
  "
53655,"
   What’s your opinion on Paula Deen? We are at her restaurant last week and absolutely LOVED it!
  ","
  Idk this peron. Welcomed to try out eating anywhere.
  "
53656,"
   Have you ever bought something on the internet?
  ","
  Yeah
  "
53657,"
   What made your day today? ✨
  ","
  Some people on hete.
  
  And my pups
  
  My husband.
  "
53658,"
   Thankyou for your sympathies ?
  ","
  Lol np
  "
53659,"
   If You Were To Give Yourself Three Challenges Right Now, What Would They Be?
  ","
  Make a wonderful family with my husband
  
  Start a family business
  
  Get a house(1st)
  "
53660,"
   Who is your most attractive friend?
  ","
  This man. ❤ Jason ??
  "
53661,"
   Buying a new gun? Nice ? Wish that were possible here haha ?
  ","
  I'm sorry pal
  "
53662,"
   Checked Maybe ❤️?#Like4likes???
   
    https://ask.fm/khilji143/answer/156959289491?utm_source=copy_link&utm_medium=iOS
   
","
  ?
  "
53663,"
   Who do you miss?
  ","
  Alot of people and pets
  "
53664,"
   What Are The Three Things That You Cannot Live Without?
  ","
  God
  
  Family
  
  Main supply (like food air water)
  "
53665,"
   What time of day is your favorite?
  ","
  Now. 1-3 pm
  "
53666,"
   Would you want a naked statue of yourself?
  ","
  No... Just no.
  "
53667,"
   What Is The Most Valuable Life Lesson You Learned From Your Parents?
  ","
  They taught me how to have proper self respect.
  "
53668,"
   How Would The People Closest To You Describe You?
  ","
  Real
  
  Fair
  
  A Goof
  
  Particular but for a safe reason
  "
53669,"
   If Money Cannot Buy Happiness, Can You Ever Be Truly Happy With No Money?
  ","
  Yep
  "
53670,"
   What’s The Hardest Thing You’ve Ever Been Through?
  ","
  Alot. That's all I'm gonna say. But don't we all. We have imour moments and things that have happened and went down.
  
  It makes us ? stronger! ?
  "
53671,"
   Are you allergic to something?
  ","
  Little milk and soy. Can't have too much of it.
  
  Then cinnamon.
  "
53672,"
   Wow you are for real. You RULE! Thanks for letting me in.
  ","
  Is no problem. I don't mind anyones company!! ??? Thank you for pulling it to my attention! All is welcome!
  "
53673,"
   Why don't you ever ask me questions friend?
  ","
  I didn't know you followed me. My apologies. My phone doesn't tell me for some reason.
  
  Following you now and will be sending questions for now on! Definitely! ? Much love!
  "
53674,"
   What’s one fashion trend you hope to never see again?
  ","
  Not clothes but the tide pod thing... Never understood it all.
  "
53675,"
   u 're so beautiful ❤❤
  ","
  Thank you so much! ????✊?
  "
53676,"
   I can understand!
  ","
  Yea
  "
53677,"
   You are a mechanical engineer, WOW! I am civil engineer btw?? Engineers high five*
  ","
  ??
  "
53678,"
   I saw this movie in a cinema and one of the girl started crying like hell and that scary scene turned into a funny scene??
  ","
  I don't know I just can't see people like hurting and killing kids and sh-t ya kno?
  "
53679,"
   Alright, relax and sleep tight!
  ","
  Appreciate it fam! ?
  "
53680,"
   What makes you smile? ?
  ","
  My husband Jason
  "
53681,"
   Have you seen the IT movie?
  ","
  Nah
  
  I can't watch gory movies or movies with people just murdering each other
  "
53682,"
   Wassup, my askfm bestie?
  ","
  Aye ?
  
  Sorry busy as ever.
  
  Tired.. Lol been going all day and now tons of questions and notifications. Srry. What's good?!
  "
53683,"
   Is there something or someone you are guilty of taking for granted?
  ","
  I'm not guilty for anything.
  
  But I know one thing for sure people sure like to take advantage of people's kindness.
  "
53684,"
   اخر انسر  ضروري ?⁦❤️⁩
  ","

   مالذي تشير اليه؟
   
   آسف.
  
"
53685,"
   What do you like to spend most of your money on? ?
  ","
  Like?
  
  Buying a new gun.
  
  Working on my truck and fixing it up!
  
  On my hobbies.. Painting and wood burning.
  
  Buying a new game or an expansion to one.
  
  Try to buy antiques.
  
  The most of all by things that we need.
  
  But I don't usually get any of the above that every now and then and just try to focus on bills and things that we just need
  "
53686,"
   Have you ever went in such condition when you lose interest and motivation to study and feel that the road is too long and you just can't do it ?
  ","
  Yes. But you find will and you get on board and ride it. It's worth it in the end. I promise.
  
  You can do it! MUCH LUCK! ??
  "
53687,"
   Do you drop coins in the wishing well to make wishes?
  ","
  Yeah. Sometimes.
  "
53688,"
   It makes sense ? Tbh, listening to rain while trying to sleep can be a relaxing experience, as long as it's not too loud haha ? But I get what you said about it, some people are fanatics about it, one even mentioned it during a scene on The Matrix ?
  ","
  See... I like the rain. ?? Little ASMR there. Haha.
  "
