,Question,Answer
788508,"
   Some of you may know that I used to send out regular questions. Would you like me to start that up again or just the random ones that come to mind like I do now?
  ","
  Random ones 😌
  "
788509,"
   Thoughts on racism.
  ","
  Horrible and cruel
  "
788510,"
   Honesty weekend 🗣
  ","
  Send in them questions
  "
788511,"
   Are gypsies/Roma people absolute vermin?
  ","
  ilysm
  
   @ass4lyfe
  
"
788512,"
   Why do women message me on Facebook, get a conversation going then eventually ask me for money?
  ","
  Bc they want all your money
  "
788513,"
   Will ice help a twisted ankle
  ","
  Idk
  "
788514,"
   Have you ever attended an awards ceremony or highly important event? If so PAP! If not, what's the coolest event you've ever attended?
  ","
  Yeah for school in elementary school I got perfect attendance. Lmao
  "
788515,"
   Do you teach your children about the Easter Bunny? If you don't have children were you led to believe in the Easter Bunny when you were a child?
  ","
  My son doesn't really care much for it tbh. I'm pretty sure his grandma is going to teach him
  "
788516,"
   PAP of yourself that you feel confident in and explain why this picture specificily makes you feel good about yourself?
  ","
  I love my body. My body gives me confidence
  "
788517,"
   PAP that makes you smile?
  ","
  These 2
  "
788518,"
   Do you think those who aren't religious should celebrate Easter?
  ","
  I mean that's entirely up to them
  "
788519,"
   Do you celebrate Easter?
  ","
  Yeah only bc of our Son
  "
788520,"
   Do you have any Easter traditions?
  ","
  Nope I'm not really into the whole Easter thing
  "
788521,"
   PAP of your/your childrens easter eggs?
  ","
  I don't have a picture there at his grandmas
  "
788522,"
   I wanted to roast you but how the hell can i roast someone who is already roasted
  ","
  You're jokes are whack
  "
788523,"
   You're not welcome here
  ","
  Blocked 🙃🙃🙃
  "
788524,"
   After that, what did he do?
  ","
  ????
  "
788525,"
   Leave this country, foreigner
  ","
  Go away Ben 🙄🗣
  "
788526,"
   Your pussy ......😍
  ","
  That's what my bf said earlier 😋😏
  "
788527,"
   You look like a foreigner...are you a foreigner, ma'am?
  ","
  United States
  "
788528,"
   Where are you from, woman?
  ","
  Ny
  "
788529,"
   Do you believe in the honeymoon phase of a relationship? How long did it last in your relationship? Do you think there's any way you can prevent the honeymoon phase from going away or will it eventually end no matter how good your relationship is?
  ","
  It took us about 2 years to get over the ""honeymoon phase"". I believe it should eventually go away after years of being together
  "
788530,"
   It’s World’s Health Day! What healthy tip would you recommend?
  ","
  🗣🗣🗣
  
  I'm doing honest weekend
  
  Get nosey 😏
  "
788531,"
   What was the last picture you took with your phone?
  ","
  Guys recommend me something good to watch on Netflix
  "
788532,"
   Lol everyone in my class was fighting my friend started playing his gutar and everyone getting along how did that happen?
  ","
  How am I suppose to know
  "
788533,"
   What are you up to
  ","
  Just finished eating
  "
788534,"
   Anybody want any questions
  ","
  Me
  "
788535,"
   do you wear socks to bed?
  ","
  Nope
  "
788536,"
   Hi my name is Dik Nixin.
  ","
  Hi idc
  "
