,Question,Answer
455940,"
   Do you prefer to talk or to listen?
  ","
  I'm more a listener. Depends who I'm around though. Good balance
  "
455941,"
   here?
  ","
  3 hours ago- no
  
  Here now though
  "
455942,"
   Can lemon juice mixed in baking soda remove dead skin patches?
  ","
  I think so? Doesn't it help whiten skin patches too?
  "
455943,"
   What's your favorite food?
  ","
  The ones I can't have atm :(
  "
455944,"
   Have you started preparing for Christmas? 🌸
  ","
  Not at all.
  "
455945,"
   Do you believe in unicorns? 🌸
  ","
  I do
  "
455946,"
   Do you have a 🍬 sweet tooth or a 🍟 savory tooth? 🦷
  ","
  Bit of both but more sweet
  "
455947,"
   Your thoughts on jk Rowling's transphobic and incestophobic tweets?
  ","
  There are new ones?
  "
455948,"
   was busy watching a protest of opposition political parties.
  ","
  Exciting;)
  "
455949,"
   my boyfriend is 18 hes in the us navy and before u say i thought you said you didnt have one well my he was my ex and he wanted me back after i broke up with him n didnt talk for a year. he says im controlling because i got angry with him for being busy and he is but i dont say it n it really hurts.
  ","
  Oh...
  "
455950,"
   King loves hugs🌹
  ","
  I'm glad:)
  "
455951,"
   🌹✨😴
  ","
  I'm getting sleepy too
  "
455952,"
   You cannot change ever.  Then one day you will see someone amazing talking to me. Thats it. your choice. Thanks.
  ","
  😆
  "
455953,"
   May i text you on facebook?
  ","
  If you know it otherwise no. Not putting that out there.
  "
455954,"
   Now make my day by talking to me on whatsapp. grow up. show me your hands legs and arms and your luscious decollete and upper back.
  ","
  No thanks
  "
455955,"
   I wish it happened in 2016. Dont you regret.
  ","
  ¯\_(ツ)_/¯
  
  I'm not focused on the past.
  "
455956,"
   I wish you started talking to me directly in 2016 as it will bring positive changes in my life and yours. i wish you were interested to get in a relationship with rather than involving me in sex chats.
  ","
  lol what now?
  
  I'm not sexting with anyone atm
  "
455957,"
   She has ruined my confidence. I were feeling good on 2nd October. The GOD must wake up.
  ","
  Talk to him then?
  "
455958,"
   You should get married than mastuberating daily being hungry. if by any chance at any stage of your married life your husband is not able to satisfy you then you may masturbate rather than illegally having sex with other men. When are you getting married to Harry?
  ","
  I'm not that focused on marriage right now. In time. Who is Harry?
  "
455959,"
   what is wrong with Celine?
  ","
  Didn't sell enough bags
  "
455960,"
   Damn. I cant wait to be on fruits only.
  ","
  🍌🍌🍌🍌
  "
455961,"
   yes sorry about that. but got the message. dont ruin your health.
  ","
  Or others
  "
455962,"
   sure you will.  Ok how about a pap
  ","
  How about no
  "
455963,"
   i wish that i were not being negatively affected in the start of August and October.
  ","
  *hugs*
  "
