,Question,Answer
461304,"
   When's the last time someone f*cked you?
  ","
  Weird trying to keep track of other people's s*x lives
  "
461305,"
   Who was the last person you cried in front of?
  ","
  Probably that night when I was dog/housesitting.
  
  I don't like crying infront of people. Dogs saw me recently.
  "
461306,"
   Followed, back maybe? Also suggest a song i should sing .Check covers on my wall and gimme feedback please.Peace.
  ","
  This song came to mind
  

   https://youtu.be/DPL_SV3n7IU
  























  However not sure how your voice sounds ¯\_(ツ)_/¯
  "
461307,"
   If you became a member of the opposite sex and already looked, behaved and talked like a member of the opposite sex, what would you do or not to in a different way?
  ","
  Who knows
  "
461308,"
   How's your day? ❣️
  ","
  It was ok.
  "
461309,"
   From 1-10 how messy of your room rn?
  ","
  Maybe a 2? More organized messy...
  "
461310,"
   Thank You!
  ","
  No problem. Noticed someone already said that there.. good luck though!
  "
461311,"
   That’s so good ...

How to manage anger? | Time matters | Do good work 
...
.
Read it and comment ✍️💙
..
.
   
    https://www.thingstoobelearn.com/2020/07/how-to-manage-anger-time-matters-do.html?m=1
   
","
  :)
  "
461312,"
   which one.
  ","
  Cake I don't have?
  "
461313,"
   Which size ?
  ","
  5-8
  
  Why y'all so pressed about d size all the time?
  "
461314,"
   Which şişe do you prefer ?
  ","
  Those ones would be ideal
  "
461315,"
   Can you prefer only one ?
  ","
  Perhaps ;)
  "
461316,"
   5 - 6 - 7 - 8 inc ? Which do you prefer ?
  ","
  Yes
  "
461317,"
   What are you doing?
  ","
  Watching a Netflix movie
  "
461318,"
   That’s a good old classic drake song.This was a little while ago back in 2018 but that was Justin Bieber 10 year anniversary into the music scene how do you feel about him?
  ","
  I have these ones on my spotify
  
  1D: infinity, drag me down,  you &I, kiss you, little things
  
  Drake:
  
  In my feelings, nonstop, dont matter to me, from time, teenage fever, gyalchester, jumpman, pop style, work, HYFR, I'm the one
  
  Marvin's room and started from the bottom made me like him.
  
  -
  
  I like ones he was featured in more;
  
  I don't care, I'm the one, what do you mean, where are u now, beauty and a beat, as long as you love me
  
  despacito (blames my Spanish sister-in-law for that.. they ALWAYS play it when everyone gets together)
  "
461319,"
   Drakes 10 year anniversary was last year how do you feel?
  ","
  This song came to mind
  

   https://youtu.be/GxgqpCdOKak
  























  I like some songs but don't listen to him that much either
  "
461320,"
   One direction turned 10 years old 5 days ago how do you feel?
  ","
  Nothing because I didn't listen to them that much. My nephew's like them though. They'd sing those songs at karaoke. More of a teen and young kids band.
  "
461321,"
   How do you prefer to spend your spare time?
  ","
  Alone or with others.
  
  Activity wise, any
  "
461322,"
   Hi ...how is your feet?
  ","
  Fine?
  "
461323,"
   What are you doing?
  ","
  Answering questions on here right now. Some music
  "
461324,"
   Have you ever performed for an audience? What was this experience like?
  ","
  Fun. A Christmas concert when younger
  "
461325,"
   Work out today?
  ","
  Probably walk soon. Depends how hot it will be. Still 106F out atm
  "
461326,"
   Do you spend or save more?
  ","
  Save
  "
461327,"
   reverse cow girl?
  ","
  Let's
  "
461328,"
   💕
  ","
  :)
  "
461329,"
   ❤❤
  ","
  Aw
  "
461330,"
   :)
  ","
  xoxo
  "
461331,"
   Your anons
  ","
  What a shame ;)
  "
461332,"
   I don’t know... I have a thing for your eyes!
  ","
  What's so great about hazel eyes?
  "
461333,"
   Sometimes I imagine how awesome it would be to be a guy you’ve ridden.  My eyes wouldn’t know where to look... your amazing breasts or your stunning face!  I’d be a mess lol
  ","
  I'd guess boobs would win
  "
461334,"
   We miss your lovely legs
  ","
  Who is we?
  "
461335,"
   Sometimes it feels  that everything  is going  right with the person that is actually  deceiving you badly
  ","
  Preach lol
  "
461336,"
   Aww you are really a nice person , thanks for your time , tata
  ","
  Watch me get hate now since someone said I was nice lol
  
  Thanks, you too. No problem
  "
461337,"
   👍
  ","
  I guess you'll just know if it feels right with people?
  "
461338,"
   Hay
  ","
  is for horses
  "
461339,"
   Yes , you are absolutely  right
  ","
  I like hearing that ;)
  "
461340,"
   My bad ,  I guess  I needed some kind of tips from someone having good experience  about friends  so can you help me out ?
  ","
  Idk had some for years.
  
  Making newer ones can be harder.
  "
461341,"
   Do you think that one can make love without having feelings for the other person?
  ","
  Well ""make love"" seems more like there's actual love there. More connection based like tantric s*x and stuff. Emotions involved.
  "
461342,"
   How much time would it take then ? I  am always unlucky  in having good friends
  ","
  No idea. That depends on the individuals
  "
461343,"
   Mmm hmmm , you are right somehow 🤪
  ","
  I know. Always right ;)
  
  They can collide but people can still have s*x without the love aspect of it too.
  "
461344,"
   How to find true friends ?
  ","
  With time. When there for you, unconditional love, the amount of time you've known them.. they don't give you warning signs/red flags, trustworthy.
  "
461345,"
   Yes exactly  you are right, I  dont know how to express so I always lack here even though  I try alot doing nice things but still I thought that people now a days believe in showing off
  ","
  I suppose the girl/guy in question could see that differently? Idk.. love can be tricky haha
  "
461346,"
   Waow that's great , I am always weak in communication :( , do you believe that expressing love is necessary  if you wanna be in a relationship?
  ","
  Yes, it is. I don't think you always need to say ""I love you"" though.. can be done in other ways as well. Doing nice things etc
  "
461347,"
   Have you ever been in love ? If yes then how did you manage that ?
  ","
  Yes. Communication, connection, things in common and the differences. Made me feel different. Thoughts about the person etc
  "
461348,"
   How are you,
  ","
  I've been better
  "
461349,"
   July 31, 2020: 
Eid al-Adha (Feast of the Sacrifice)

Happy Feast Day 🕌
  ","
  Bless you
  "
461350,"

    https://www.instagram.com/p/CDQ2qosqo_P/?igshid=1ko7g9f2l6w17
   
   its more than 700g, how much do u think its there ?
  ","
  Seems like this one without the dividers so I'd guess 970.
  "
461351,"
   But still you'll have to manage all that at once, Can you eat?
  ","
  Could if needed to.
  
  Fat but it's more due to my pcos, insulin resistance and fatty liver.
  "
461352,"
   Can you answer the question or no like stop playing games with me like trinket my god you guys are both wasting space all up in my question inbox.
  ","
  Light brites, snoopy snowcone machine, bikes and scooters,
  
  All the music, tv shows, being outside with friends until the streetlights came on. Ate dinner when we got back etc
  
  9/11, still friends with my bestie from the 1st grade, other friendships, lived in a different town, nokia cellphone (was 11/12 then)
  "
461353,"
   I dont think you gonna get that much time 😂 JK
  ","
  I'll make the time :p
  "
461354,"
   What were the early 2000’s like
  ","
  Would have been 13
  
  I feel old :p
  "
461355,"
   😂
  ","
  Chicken parm, Chinese food, lobster, ice cream, cheesecake, chocolate cake etc
  "
461356,"
   What were the 90’s like?
  ","
  Being a kid
  "
461357,"

    https://youtu.be/GXwnf9Wzz6w
   
","
  Damn
  "
461358,"
   If you were on a death row, what would your last meal be?
  ","
  All.my favorites 😍
  "
461359,"
   What is worse than dating a drug addict?
  ","
  Was thinking of dealers more, oops
  
  I guess that depends on the drug of choice too?
  
  Murderer, pedophiles etc
  "
461360,"
   What are your thoughts/opinions about dating a drug addict
  ","
  Not the best thing to be doing, not the worst either ¯\_(ツ)_/¯
  "
461361,"
   are you ready for that corona vaccine?
  ","
  More like everything to end lol
  
  Haven't been sick
  "
461362,"
   What doyou think you dodifferently from other people?
  ","
  Not sure. Haven't met everyone
  "
461363,"
   🌹🤗
  ","
  Thanks :)
  
  Hugs back
  "
461364,"
   how are you ?
  ","
  Feeling like I need to yell and cry to get my voice heard instead of being calm and rational. You? :)
  "
461365,"
   Do you like tostadas?
  ","
  Dont think I've had however seems pretty common..
  "
461366,"
   Hii
  ","
  😘
  "
461367,"
   Besides, ask.fm do you use any other social media platform? no need to answer this if you want to keep it private.
  ","
  IG
  
  FB
  
  I dont go on much;
  
  Twitter
  
  Snapchat
  "
461368,"
   And at last, it is Friday, everyone! any plans on the weekend?
  ","
  It's Thursday here still. (Had to check haha)
  
  Not sure yet.
  "
461369,"
   Is it bad to say I love your boobs?
  ","
  ¯\_(ツ)_/¯
  "
461370,"
   Its how you’re doing it. Just contact them privately, if you can’t or they don’t checked their inbox often just leave it. Tagging doesnt do anything but make it public
  ","
  Cry about it some more
  
  I don't tell anyone how to use their page. Neither should you.
  "
461371,"
   Pap the last bra you bought?
  ","
  Would have been a sports bra a while ago. The VS one or one from Target. Forget which...
  "
461372,"
   Are you a generous person?
  ","
  Can be
  "
461373,"
   What is the thing that makes you happy?
  ","
  Lots of things can make me happy
  "
461374,"
   Tell me about yourself. 
How old are you, what's your height?
Favorite flower, favorite colors?
What do you like to watch, what do you like to listen to?
Favorite food, favorite cocktail?
Your interest, your hobbies?
What do you choose- pride or love?
  ","
  32
  
  5'7""
  
  Roses and sunflowers
  
  Blue
  
  Whatever catches my attention
  
  Alternative and other genres
  
  Chicken parm
  
  Apple martini or margaritas
  
  Interests and hobbies are under my bio
  
  Love
  "
461375,"
   Do you have a good relationship with your parents?
  ","
  Answered this an hour ago.
  "
461376,"
   I might mention it them ONCE privately, then shut up about it unless they asked me. This is just decency and manners
  ","
  Have before. Don't think they check their inbox that much so figured I'd tag since mentioned them.
  
  Where are yours? You keep going on about it when again, it doesn't concern you. Jumping down people's throats isn't very good manners either. All I did was mention something and I keep getting told off..
  "
461377,"
   Swimming in the pool🌹
  ","
  Lovely
  "
461378,"
   🌹💪🏻
  ","
  Hi king
  "
461379,"
   What picture comes to your mind when you hear word ""fun""?
  ","
  Outdoorsy stuff
  
  People
  
  Theater
  "
461380,"
   What is your favorite lie?
  ","
  The ones you guys say
  "
461381,"
   are they far apart like that? u not wearing a bra 🤔
  ","
  You won't know
  "
461382,"
   If I bought something for someone and they kept on repeating “I havent got it yet, I havent got it yet” I’d feel bad and then angry for them being ungrateful and impatient
  ","
  People have asked about it when I've said those things. I'm not constantly saying it either. Didn't know it was wrong to mention it when clothes are brought up.
  
  I'm not being ungrateful. All I did was mention it. You would probably do the same? But since it's me I'm such a bitch and all these other things 👍
  
  Not going to reply anymore. You just want attention and that's pathetic the way you try getting it.
  "
461383,"
   Well, write to the company and dont tag her in stuff? Its like you’re trying to make her feel bad about something she has no control over. You’ve mentioned it nor arriving on here so many times? Just contact the company
  ","
  I've tried that before with something else and they wouldnt give me information because I didn't know the package numbers and other things like that. Or even the full names, email accounts etc
  
  Just saying ""Tanya"" won't  get me anywhere lol
  "
461384,"
   Funny how that doesn’t stop you from correcting others all the time?
  ","
  Go back to bed or take a Midol, lady.
  "
461385,"
   I keep seeing people ask ""what is your favourite pizza"" but what I really want to know is... what pizza topping do you HATE the most ??
  ","
  Ones I wouldn't get lol
  
  Anchovies came to mind
  "
461386,"
   Have you ever had an argument with someone here?
  ","
  Yup because these girls go way too far with stuff that doesn't even concern them lol
  "
461387,"
   Stop trying to guilt trip her ffs. It’s not her fault it hasnt arrived omg
  ","
  I'm not guilt tripping her at all. I know it doesn't have anything to do with her. God forbid I mention something!? Well aware that the virus is making packages take longer. It had a long wait to begin with. She ordered it in May
  
  Like how is me saying one thing about it equal a guilt trip? It's being aware that it hasn't came.. wasn't putting blame on her or anything. Why fight over silly things that DON'T have anything to do with YOU? She also might have gotten a new delayed date? They tell the people who brought the items that information. Like excuse me for wondering??
  "
461388,"
   What would you do if you made a mistake that no one else noticed? Would you address the error and risk slowing things down or ignore it to keep the project or task moving forward
  ","
  If it was something in my name then I'd rather have it be 100% correct. If others work and it wasn't a huge mistake then maybe let it slide. Could even mention it and see what others think is the best way to move forward with it.
  "
461389,"
   Appraise? I think you mean ‘appease’, sweetie.
  ","
  Autocorrect
  "
461390,"
   Come on guys. I haven't even said anything yet and you're already looking down upon me? What? Are you having flashbacks of being shoved in lockers again? I'm so sorry. That must be so awful 😄
  ","
  Never happened
  "
461391,"
   Do you agree with this German study that says that staring at women's breasts for 10 minutes at day is better for your health than going to the gym? 🤔
  ","
  No, I don't. However I'm sure it can help in a general way lol
  "
461392,"
   Which country makes better erotic films, France or Italy? 🤔
  ","
  Not really sure...
  "
461393,"
   What do you think people think of you?
  ","
  Bad things but it's whatever. I don't live to appraise strangers on the internet lol
  "
461394,"
   How often do you buy clothes?
  ","
  Not that often
  
  Tanya mentioned that the lounge set would come
  
  July 1st- July 23rd. it's now the 30th and its still not here :(
  
   @Aussietanya
  
  China isn't fooling around then lol
  "
