,Question,Answer
241380,"
   Have you ever had an abusive relationship
  ","
  Not physically but emotionally and mentally, yes. We were both bad though
  
  Young and stupid.
  "
241381,"
   So you think my friend is stupid
  ","
  Did I say that?
  "
241382,"
   Hola
  ","
  Sup
  "
241383,"
   Would you do that get back with a lad if he abused you
  ","
  Obv not.
  "
241384,"
   I think this is stupid, one of my friends got abused by her ex boyfriend he hit her and all sorts. They broke up, they got back together 2 weeks ago and she already pregnant wow huh?
  ","
  Oh god
  "
241385,"
   Funny thou
  ","
  Right😂
  "
241386,"
   What is your favorite junkfood???
  ","
  Chips prob
  
  Idk tbh. Im not a fan of junk anymore. It makes me feel good for a sec then I get cranky lol.
  "
241387,"
   Buying? In askfm?
  ","
  And people give me 🔥
  "
241388,"
   How you got so rich?
  ","
  Buying and saving
  "
241389,"
   What is your latest online purchase? 9.9
  ","
  Not a damn thing lol
  "
241390,"
   Niceee lol I would choose the transform power so I would never have to work lol
  ","
  That's smart
  "
241391,"
   Would you spank it
  ","
  I have more respect for her.
  "
241392,"
   Look at
   
    @charlottyxx
   
   recent 👀
  ","
  It's a booty hehe
  "
241393,"
   Would you like to stay young forever? 🤔
  ","
  How young?
  "
241394,"
   Have a good day 👍
  ","
  Thanks! You too!
  "
241395,"
   Lmao! That's good to know!😅 That made me think of Gordon Ramsay busting in there shouting ""it's so raw, the chicken crossed the street already!""🤭
  ","
  Omg😂 he's so brutal👏🏻👏🏻
  "
241396,"
   Holy jesus! Thats so much!
  ","
  I have like 70K so not really lol.
  "
241397,"
   But did that cost 10,000🔥?
  ","
  Yep lol.
  "
241398,"
   Nice to hear!😇 And woa you have been busy! Hope you get a chance to chill later!🥰🤗
  ","
  Aaaand they're all up😇 easy peasy ehe
  
  Thank ya! Hope you do too
  "
241399,"
   Ooooh one of those type of places!🤭😅Looks great!😁
  ","
  It's less greasy lol.
  "
241400,"
   You are vip
  ","
  Now I am lol. I bought it
  "
241401,"
   I'm doing good thankyou🥰🤗How're you doing this morning?😇
  ","
  Pretty good. Working alone so pretty busy. Cleaned the house and now I'm starting to get my clients up lol
  
  Hope you have a good day!
  "
241402,"
   That's a place?🙊
  ","
  Not a sit down but yeah! At least I think so
  "
241403,"
   Lol it's a new day alright!😅🤭Good morning Mars!😁🤗
  ","
  Mornin! How ya doing?
  "
241404,"
   Oh what's the time for you right now?
  ","
  5:15am lol.
  "
241405,"
   Are you a mum or babysitter?
  ","
  No. I caregive
  "
241406,"
   Which fast food restaurant for you has the most delicious fried chicken??? 🍗
  ","
  Krispy Krunchy
  "
241407,"
   Have you ever felt that you can do anything and everything? 💪
  ","
  Nah
  "
241408,"
   Instead of money, what would you like to be paid in? 💸
  ","
  Diamonds
  "
241409,"
   You're welcome!🌹🤗And how are you today?🌹
  ","
  It's a new day, so hopefully better!
  "
241410,"
   Oh you wanna burn things I’m down
  ","
  Always😈
  "
241411,"
   Sorry I was busy but what you doing right now though
  ","
  Im at work lol.
  "
241412,"
   how was your day?
  ","
  I don't wanna talk about it lol
  "
241413,"
   What u doing .
  ","
  Workin a midnight
  "
241414,"
   have you ever been to a car wash?
  ","
  I love the car wash lol
  "
241415,"
   Do you agree with the saying that if you love yourself, others will love you too?
  ","
  Yes. I lost a love because I didn't love myself. You become horrid when you don't at least appreciate yourself
  "
241416,"
   what would u do with all the extra time from not sleeping?
  ","
  Work and chill. Make that bank lol
  "
241417,"
   You’re definitely great fun that’s why I text you and love our conversations. There’s always a story and your cuteness 😍😍
  ","
  Lol well thanks.
  "
241418,"
   Money have evil power.. Do you agree this??? How???
  ","
  I do
  "
241419,"
   This made me laugh
   
    https://www.youtube.com/watch?v=W393cGmPzFo
   
","
  Awh fuck that HAD to hurt
  "
241420,"
   Where your passion lies?
  ","
  Healthcare
  "
241421,"
   holla
  ","
  Once again.
  
  Sup.
  "
241422,"
   Have you ever been in an embarrassing situation, the memories of which are haunting you up to this day?
  ","
  Been in a situation. Don't let it haunt me tho, shit happens🤷🏻
  "
241423,"
   You discover an island and decide to build your own society. What is the first rule you put into place?
  ","
  No murder.
  "
241424,"
   you awake
  ","
  Yep
  "
241425,"
   lets be lonley together
  ","
  Nah
  "
241426,"
   sad  i know im lonley lol
  ","
  Me too
  "
241427,"
   I wish i could be like her
  ","
  Go away Maggie😂
  "
241428,"
   Does Maggie influence your decisions
  ","
  😂😂😂😂😂
  "
241429,"
   So you work from 11pm to 7am tonight?
  ","
  11p-3p
  "
241430,"
   Have you ever betrayed a friend?
  ","
  Without meaning to, yes.
  "
241431,"
   Ever had a pain in your lower stomach? My mom said i pulled a muscle
  ","
  Oh nooo
  "
241432,"
   What gives you immense pleasure?
  ","
  Knowledge
  "
241433,"
   Where is your vip? I try to get but the tasks are ridiculous
  ","
  Fuck the tasks
  "
241434,"
   You are a beautiful animal.
  ","
  Uh
  
  Thanks ?
  "
241435,"
   Would you rather be 10 years older or 10 years younger ?
  ","
  Younger
  "
241436,"
   Do you have any brothers or sisters +
  ","
  I do
  "
241437,"
   Drinkin' before work?  Nice
  ","
  Ill be fine✌🏻
  "
241438,"
   I am Lisa.
  ","
  Lisa always unticks. Gtfo
  "
241439,"
   Why so serious?
  ","
  😏😏😏
  "
241440,"
   Okay, why are you wearing a suit?
  ","
  Why not?
  
  Fem joker
  "
241441,"
   Weird flex, fam
  ","
  Nobodies got time for you bruh
  "
