,Question,Answer
954792,"
   Gosta de cozinhar?
  ","
  Goodnight y’all
  "
954793,"
   So what do you do there? It's seems you are younger.
  ","
  I’m 21 lol
  "
954794,"
   What was he getting from you?
  ","
  He was just using me basically and saying all this sh*t he didn’t mean and constantly contradicting himself 🥴
  "
954795,"
   Americans: ever been to Europe?

Europeans: ever been to America? 

What was it like? How was it different?
  ","
  Yes I’ve been to Europe and it’s much more different tbh.
  "
954796,"
   What did you have for dinner?
  ","
  I don’t eat dinner
  "
954797,"
   Did you give it to someone?
  ","
  Lol I never had one 🤨
  "
954798,"
   Ok Obiwan Kenobi  😂
  ","
  Lool what? 🤣
  "
954799,"
   Are you a hot weather or cold weather type of person?
  ","
  Hot weather person!
  "
954800,"
   Nightlight or no light?
  ","
  No light
  "
954801,"
   Do you still have your Tickle Me Elmo doll?
  ","
  No🤣
  "
954802,"
   Beautiful 💕
  ","
  Thank you😊
  "
954803,"
   Where are you slightly ticklish?
  ","
  If depends lol
  "
954804,"
   Are you ticklish?
  ","
  Not really
  "
954805,"
   Will you name her Wilhemina Georgette?
  ","
  Lol no
  "
954806,"
   Will you name her Darianka Renee?
  ","
  Nope
  "
954807,"
   Hola hermosa. 😍
  ","
  Lol hello there
  "
954808,"
   Gaslit about what?
  ","
  Well I told this narcissist that I feel he has been using me and of course he denied it and said it’s all in my head when really it was so obvious he was straight up using me🤡
  "
954809,"
   Do you think elections will be the same after this?
  ","
  Most likely not to be honest
  "
954810,"
   Hey 👋
  ","
  Hello!😊
  "
954811,"
   WOULD YOU RATHER:eat 🍫 chocolate on 🍕 pizza OR eat chocolate on 🍝 pasta?
  ","
  Oh my, neither don’t sound so good but I guess pizza 😬
  "
954812,"
   I found it out. It’s definitely annoying tho lol
  ","
  I guess they changed it up again smh
  "
954813,"
   Why am I getting these shoutouts? And how do I get rid of them?
  ","
  Same, it’s quite a lot but there’s a option to turn off shoutouts
  "
954814,"
   Has anyone cheated?
  ","
  Nope, never will!
  "
954815,"
   Californian, That's my dream place to Dream😍🇺🇸 😭
  ","
  Ohhh that’s awesome!
  "
954816,"
   Will you be naming your daughter Olivia Jade?
  ","
  If I have a daughter in the future and no I won’t be naming her that
  "
954817,"
   Love the new profile pic. You look really pretty....as always.  😊
  ","
  Awh thank you, I appreciate that😊
  "
954818,"
   Have you ever sued someone?
  ","
  I haven’t, no
  "
954819,"
   I want you to gaslight me into believing I'm the love of your life
  ","
  Yeah no, that’s okay
  "
954820,"
   How are you today ?
  ","
  I’m decent anon
  "
954821,"
   Can i be your new boyfriend? I'm a good man!
  ","
  I have a boyfriend anon🥴
  "
954822,"
   Do you like kfc mashed potatoes and gravy?
  ","
  I do!
  "
954823,"
   I miss your touch
  ","
  You’ve never felt it🤣
  "
954824,"
   Have you ever been gaslighted?
  ","
  Yes  just recently actually 🙃 it’s so horrible honestly
  "
954825,"
   Oh but you really should! Showering is important!
  ","
  Obviously he showers smh
  "
954826,"
   How often do you have to tell your boyfriend to please take a shower and to use soap?
  ","
  I don’t 🥴
  "
954827,"
   Do you love wearing tight dresses?
  ","
  Sometimes 😁
  "
954828,"
   Yeah baby
  ","
  Don’t call me that
  "
954829,"
   Kinda hard not to be jealous with how gorgeous you are 🥺😍😩
  ","
  Lol thank you😌
  "
954830,"
   Do you have a father and a mother?
  ","
  Yes anon
  "
954831,"
   Is that because you need to baby that sweet body of yours in order for it to look so fine and living the military lifestyle wouldn't allow that?
  ","
  Oh my goodness lol
  "
954832,"
   Have you/would you ever join the military? 🎖
  ","
  No I wouldn’t
  "
954833,"
   Are you afraid of the dark?
  ","
  No I’m not
  "
954834,"
   You’re so gorgeous I’m jealous 😍🥺
  ","
  Lol don’t be jealous but thank you😊
  "
954835,"
   Im in love with your new picture 😍
  ","
  Why thank you😊
  "
954836,"
   Is being called a godforsaken donkey a compliment in some places?
  ","
  I’m not sure that’s a compliment 🤨
  "
954837,"
   How old are you?
  ","
  I’m 21
  "
954838,"
   Have you ever looked back at something traumatic and felt glad it happened, because it helped you grow?
  ","
  Honestly a few of them, most definitely
  "
